,origIntRate,origUPB,origLTV,origDebtIncRatio,worstCreditScore,zeroBalCode,mSA
102838,3.75,164000,72,33,750,0,0
102839,3.75,86000,14,16,736,0,41740
102840,3.25,295000,46,46,696,0,12420
102841,3.875,240000,97,27,750,0,31540
102842,3.875,68000,80,36,710,0,13820
102844,4.0,130000,80,44,704,0,0
102845,3.625,390000,47,47,779,0,41940
102846,3.5,410000,44,43,790,0,14460
102847,3.99,133000,75,27,776,0,0
102848,3.75,152000,67,42,700,0,0
102849,4.5,417000,89,34,741,0,39580
102850,3.5,350000,42,45,792,0,42020
102851,3.5,385000,58,40,791,0,16980
102852,3.99,232000,59,44,629,0,31080
102853,4.5,83000,80,35,750,0,28140
102854,3.625,179000,49,38,697,0,40140
102855,3.625,290000,75,31,770,0,19740
102856,4.0,137000,75,43,694,1,35620
102857,3.75,168000,25,22,661,0,31080
102858,3.875,391000,65,25,710,0,12580
102859,3.625,87000,75,34,802,0,25540
102860,3.75,316000,79,24,765,0,11460
102861,4.125,304000,77,19,773,0,35620
102862,3.75,594000,85,32,769,0,37100
102863,4.625,255000,80,35,704,0,26420
102864,4.25,301000,97,33,740,0,14460
102865,3.625,128000,65,40,763,0,37980
102866,3.625,257000,67,35,732,0,14460
102867,3.5,334000,80,42,710,0,12020
102869,3.75,245000,78,34,794,0,33100
102870,3.875,336000,80,34,701,0,18140
102871,4.5,128000,80,35,691,0,0
102872,4.25,220000,76,41,686,0,41740
102873,3.625,626000,39,37,783,0,41860
102874,4.125,110000,80,34,677,0,35840
102875,4.0,297000,95,42,739,0,14460
102876,4.375,194000,64,29,643,0,16980
102877,4.25,159000,77,28,676,0,0
102878,4.25,308000,80,43,699,1,26620
102879,3.5,310000,42,40,823,0,0
102880,3.75,278000,90,23,745,0,13820
102881,3.5,209000,79,31,770,0,26420
102882,3.75,278000,47,39,684,0,35620
102883,3.75,273000,79,24,758,0,26420
102884,4.875,91000,80,23,662,0,0
102885,3.875,230000,65,42,622,0,17780
102887,3.375,295000,79,44,717,0,17420
102888,3.625,115000,75,38,750,0,41180
102889,3.625,363000,66,17,716,0,31080
102890,4.5,100000,78,33,774,0,32580
102891,4.125,102000,80,42,688,0,46340
102892,3.625,280000,80,44,753,0,13820
102893,3.875,134000,80,44,698,0,18140
102894,3.99,261000,86,45,774,0,30980
102895,4.0,58000,95,20,709,0,22220
102896,3.75,155000,50,32,823,0,39140
102897,3.75,200000,35,12,703,0,42660
102898,3.625,165000,72,30,761,0,42660
102899,3.875,158000,76,43,730,0,13820
102900,3.625,390000,75,38,728,0,26420
102901,3.625,298000,64,41,739,0,38060
102903,3.375,232000,78,31,779,0,38900
102904,3.5,212000,41,12,778,0,0
102905,3.875,180000,67,44,705,0,12420
102906,3.5,546000,65,32,799,0,41740
102907,4.375,86000,80,43,664,0,37620
102908,4.5,225000,75,40,636,0,45940
102909,3.625,288000,72,24,787,0,47900
102910,3.625,528000,40,15,783,0,31080
102913,3.5,204000,59,28,773,0,16980
102914,4.0,297000,77,44,779,0,35300
102915,4.0,544000,74,44,814,0,41940
102916,3.5,209000,55,43,751,0,27860
102917,4.75,338000,74,43,685,0,35620
102918,4.0,223000,70,39,656,0,36500
102919,3.625,161000,66,27,804,0,41180
102920,4.25,192000,80,25,683,0,12420
102921,4.0,527000,66,30,747,0,41860
102922,3.375,398000,50,18,761,0,19100
102923,3.75,127000,95,31,680,0,19100
102924,4.125,130000,78,27,712,0,19100
102925,3.75,252000,83,31,751,0,42660
102926,3.95,353000,74,19,760,0,42660
102927,4.125,158000,79,36,801,0,16860
102928,4.0,147000,46,27,635,0,35620
102929,3.25,131000,55,40,747,0,11100
102930,3.875,95000,84,27,751,1,0
102931,3.875,178000,69,32,675,0,33100
102932,3.875,198000,76,31,798,0,40340
102933,3.625,227000,75,38,812,0,0
102935,3.625,395000,49,23,786,0,13820
102936,4.5,240000,73,44,678,0,41700
102937,4.375,215000,72,36,684,0,0
102938,3.625,349000,77,28,781,0,42660
102939,4.0,101000,77,39,762,1,0
102940,3.875,190000,54,16,804,0,33460
102941,4.0,417000,74,29,642,0,24860
102942,3.5,277000,22,44,766,0,31080
102943,3.625,135000,57,36,794,0,28740
102944,4.0,60000,48,37,779,0,37340
102946,3.625,326000,75,20,725,0,41940
102947,4.0,175000,91,20,749,0,24860
102948,3.75,201000,78,43,747,0,48300
102949,4.0,232000,78,34,753,0,19820
102950,3.625,298000,95,36,771,0,14460
102951,4.0,280000,61,36,733,0,41860
102952,4.5,417000,76,15,705,0,47900
102953,4.375,281000,75,50,689,0,10900
102954,4.25,241000,56,34,662,0,47900
102955,3.625,416000,94,23,771,0,13900
102956,3.625,106000,85,38,731,0,27860
102957,3.875,80000,85,14,732,0,0
102958,3.625,104000,34,20,784,0,34580
102959,3.49,165000,80,18,755,0,13900
102960,3.625,205000,59,23,722,0,12420
102961,3.625,253000,68,44,737,0,37100
102962,3.875,502000,60,38,674,0,47900
102963,3.875,117000,78,25,802,0,26900
102964,3.625,258000,74,44,674,0,14460
102965,3.625,374000,59,28,801,0,41860
102966,3.75,127000,75,24,670,0,41180
102967,3.99,135000,85,42,740,0,23060
102968,3.25,135000,82,14,700,0,0
102969,4.5,255000,75,42,646,0,26580
102970,4.5,191000,80,36,684,0,48900
102971,3.75,316000,79,29,678,0,26420
102972,3.625,210000,74,32,735,0,41180
102973,3.875,73000,85,45,782,1,0
102974,3.75,70000,50,41,663,0,0
102975,3.875,342000,94,28,788,0,49340
102976,3.625,199000,56,23,801,0,35620
102977,3.625,168000,70,27,782,0,0
102978,3.5,120000,25,36,778,0,43340
102979,3.75,415000,70,43,765,0,16980
102980,3.625,224000,75,16,729,0,10900
102981,3.5,53000,42,36,763,0,37700
102982,3.5,77000,54,47,731,0,0
102983,3.375,81000,34,26,815,0,43620
102984,3.99,221000,60,35,718,0,25500
102985,4.0,480000,74,43,680,0,47900
102986,3.75,89000,95,26,770,0,24340
102987,4.5,75000,70,20,654,1,33660
102988,3.875,87000,76,30,784,0,36420
102989,4.49,246000,80,32,674,0,12420
102990,4.25,68000,54,33,782,0,40140
102991,3.75,400000,25,42,760,0,14860
102992,4.125,76000,90,40,679,0,16300
102993,3.75,145000,19,17,793,0,14460
102994,3.5,63000,22,13,775,0,35620
102995,4.0,304000,87,25,799,0,14460
102996,3.75,236000,68,36,693,0,14460
102997,3.625,336000,75,33,699,0,39300
102998,3.375,266000,48,18,815,0,17820
103000,3.875,550000,39,41,795,0,41940
103001,4.0,253000,77,30,743,0,16980
103002,3.75,86000,58,45,640,0,43300
103003,4.125,385000,90,41,712,0,35620
103004,3.5,157000,92,42,723,1,43620
103005,3.375,359000,75,43,729,0,26980
103006,4.375,80000,70,37,671,0,45300
103007,3.625,417000,67,32,770,0,41860
103008,4.125,177000,80,41,767,0,19100
103009,3.875,269000,95,45,755,0,41180
103010,3.625,413000,73,37,769,0,16740
103011,3.625,285000,72,24,798,0,28940
103012,3.99,208000,79,37,769,0,39580
103013,3.75,500000,40,38,747,0,35620
103014,4.0,111000,75,38,634,1,0
103015,3.625,572000,59,44,708,0,41940
103016,3.625,192000,41,17,775,0,16980
103017,3.875,610000,75,29,712,0,41860
103018,4.0,275000,64,53,744,0,0
103019,3.875,100000,71,20,768,0,24860
103020,3.625,170000,61,22,790,0,17460
103021,4.0,145000,65,44,764,0,12580
103022,3.875,350000,67,27,681,0,41940
103023,4.375,170000,80,33,705,0,0
103024,3.99,232000,80,39,736,1,0
103025,4.25,83000,70,20,682,0,38300
103026,3.93,411000,66,27,766,0,41860
103027,5.25,367000,85,22,695,0,35620
103028,3.65,130000,79,44,759,0,40420
103029,3.875,494000,69,25,796,0,31080
103030,4.0,399000,49,17,671,0,41860
103031,3.625,92000,80,31,724,0,46060
103032,3.375,210000,65,32,724,0,14740
103033,3.5,407000,79,43,734,0,47900
103034,3.625,70000,39,37,817,0,16300
103035,4.0,340000,68,44,621,0,49340
103036,3.625,417000,65,22,773,0,19740
103037,3.5,188000,63,41,805,0,31080
103038,3.75,417000,59,31,791,0,35380
103039,3.875,406000,80,33,703,0,19780
103040,4.5,113000,63,28,654,0,19100
103041,3.625,140000,75,36,753,0,21420
103043,4.0,333000,90,44,693,0,40660
103044,3.5,411000,72,45,713,0,31100
103045,3.75,139000,84,26,746,0,28940
103046,3.5,176000,63,21,766,0,13820
103047,4.0,88000,57,40,761,0,16980
103048,4.0,162000,60,25,787,0,35300
103049,3.875,199000,89,45,731,0,17020
103050,4.125,359000,68,42,690,0,35620
103051,4.0,75000,68,35,647,1,23460
103053,4.375,146000,78,44,768,0,19100
103054,3.875,177000,79,39,744,0,25060
103055,3.5,185000,38,41,770,0,31080
103056,3.75,140000,72,38,746,0,0
103057,4.5,350000,77,42,716,0,14460
103058,3.625,300000,53,49,696,0,16980
103059,4.25,90000,25,39,749,0,31080
103060,3.75,217000,83,18,760,0,38060
103061,3.75,105000,57,43,793,0,47260
103062,3.625,259000,80,45,732,0,19780
103063,4.21,165000,85,16,738,0,43340
103064,4.0,151000,80,41,659,0,0
103065,3.5,341000,74,21,808,0,12580
103066,3.625,235000,74,25,788,0,39660
103067,4.0,391000,41,41,680,0,16980
103068,3.5,231000,80,45,751,0,31080
103069,3.875,282000,65,21,795,0,38060
103070,3.75,374000,69,33,733,0,0
103071,4.0,76000,49,10,790,0,37980
103072,4.375,140000,74,35,622,0,47260
103073,3.625,200000,47,27,723,0,33460
103074,3.625,105000,68,43,752,0,0
103075,3.625,102000,46,16,805,0,0
103076,3.625,400000,88,44,718,1,0
103077,3.875,598000,78,33,725,0,31080
103078,3.75,145000,97,30,732,1,41980
103079,3.5,136000,74,40,631,0,41980
103080,4.125,102000,56,28,657,0,34980
103081,3.625,258000,80,21,734,0,44140
103082,3.625,281000,59,44,665,0,39300
103083,4.0,353000,79,33,696,0,14460
103084,3.5,288000,80,29,755,0,35620
103085,3.75,215000,80,43,757,0,37980
103086,3.625,36000,50,23,673,0,0
103087,3.5,205000,75,39,765,0,41980
103088,4.0,206000,70,40,624,0,21820
103089,4.0,195000,74,21,672,0,38300
103090,4.125,82000,45,45,677,0,29540
103091,3.75,372000,80,22,780,0,35620
103092,3.75,545000,32,43,682,0,37100
103093,4.125,102000,80,26,635,0,20220
103094,4.5,124000,75,44,691,0,12260
103095,4.0,279000,64,38,800,0,41100
103096,3.75,154000,85,32,801,0,0
103097,4.75,128000,80,43,678,1,0
103098,4.125,189000,77,32,732,0,38060
103099,3.875,102000,69,31,713,0,16980
103100,3.75,414000,64,43,767,0,42660
103101,4.25,127000,75,44,631,0,30780
103102,4.125,233000,75,33,802,0,42660
103103,4.25,191000,64,34,698,0,39300
103104,4.25,77000,47,34,790,0,32780
103105,4.0,75000,80,31,747,0,0
103106,4.0,466000,73,37,725,0,42660
103107,3.875,107000,55,18,770,0,44420
103108,3.875,73000,57,21,713,0,43340
103109,3.75,408000,80,28,733,1,27140
103110,3.99,507000,87,37,796,0,41940
103111,3.875,255000,75,17,695,0,34980
103112,3.625,211000,43,44,799,0,33340
103113,3.875,256000,68,34,697,0,29540
103114,3.125,168000,80,27,791,0,31540
103115,3.99,212000,90,39,704,0,12940
103116,4.125,165000,74,25,754,0,28740
103117,3.625,172000,92,31,798,0,0
103118,4.25,149000,36,45,676,0,41860
103119,3.625,417000,60,41,804,0,31080
103120,3.75,112000,64,32,768,0,40140
103121,3.75,219000,90,29,759,0,12420
103122,3.75,185000,77,23,736,0,31140
103123,3.875,85000,32,28,700,0,24340
103124,3.75,150000,66,10,687,0,0
103125,3.75,178000,47,21,790,0,41620
103126,4.375,316000,80,27,634,0,27620
103127,3.625,110000,48,39,798,0,26980
103128,3.75,188000,80,32,757,0,0
103129,4.375,104000,64,43,693,0,18880
103130,4.0,460000,78,35,779,0,41860
103131,4.125,115000,63,33,795,0,0
103132,3.99,270000,77,29,743,0,14460
103133,3.875,208000,80,38,749,0,35620
103134,4.125,265000,90,35,746,0,14460
103135,3.875,250000,60,31,703,0,16980
103136,3.75,320000,80,32,806,0,22420
103137,3.875,260000,70,31,772,0,42660
103138,3.5,238000,70,22,723,0,42660
103139,3.75,394000,33,41,783,0,41860
103140,4.375,84000,70,31,654,0,16740
103141,3.625,100000,33,30,801,0,38900
103142,3.5,182000,73,30,808,0,13740
103143,4.0,360000,80,29,704,0,41940
103144,4.0,417000,30,30,799,0,14460
103145,3.875,366000,93,45,679,0,40140
103146,3.875,285000,61,23,687,0,41180
103147,3.789,243000,30,39,787,0,31080
103148,4.25,176000,70,43,732,0,19780
103149,3.755,124000,73,39,736,0,35840
103150,4.0,325000,78,44,702,0,38860
103151,3.343,80000,59,13,733,0,33700
103152,4.125,203000,76,44,718,0,44300
103153,3.625,210000,94,44,697,1,0
103154,3.977,535000,73,41,756,0,31080
103155,3.875,595000,71,43,787,0,47900
103156,4.5,48000,46,18,778,0,38900
103157,4.0,580000,71,27,790,0,41940
103158,3.75,404000,57,38,797,0,47900
103159,3.49,276000,33,34,770,0,35380
103160,3.99,353000,65,50,726,0,35620
103161,3.5,48000,80,29,709,1,40140
103162,4.0,225000,80,44,673,0,11260
103163,3.875,73000,86,29,707,0,0
103164,3.875,152000,73,32,738,1,43340
103165,4.25,174000,67,38,651,0,0
103166,3.75,345000,72,37,764,0,14460
103167,3.5,272000,80,26,804,0,35620
103168,3.5,187000,70,43,682,0,22900
103169,3.75,82000,32,30,802,0,16980
103170,3.5,340000,57,41,694,0,33740
103171,4.0,232000,80,31,792,0,41860
103172,3.5,325000,64,28,702,0,35620
103173,3.875,304000,80,37,771,0,31080
103174,3.75,174000,69,48,721,0,38900
103175,4.875,256000,80,18,679,0,35620
103176,4.25,223000,75,39,653,1,26300
103177,3.99,187000,80,39,727,0,15260
103178,4.375,126000,72,32,704,0,35620
103179,3.5,213000,97,25,740,1,49340
103180,4.125,117000,72,42,751,0,26420
103181,3.75,285000,28,41,799,0,41540
103182,3.625,200000,22,45,750,0,35840
103183,3.875,405000,57,44,782,0,16980
103184,3.625,210000,85,42,783,0,24860
103185,3.95,234000,75,36,787,0,35620
103186,3.875,626000,65,31,785,0,31080
103187,4.125,252000,79,25,710,1,0
103188,3.625,221000,75,32,785,0,31080
103189,4.0,417000,74,44,738,0,35620
103190,4.75,108000,80,45,669,0,0
103191,3.98,101000,57,30,629,0,12420
103192,3.75,110000,52,44,754,0,40140
103193,3.625,128000,52,13,813,0,13820
103194,4.0,235000,50,30,737,0,35620
103195,3.875,210000,84,37,739,0,33540
103196,3.875,101000,78,33,758,0,19100
103197,3.5,80000,38,42,738,0,37980
103198,4.0,195000,75,45,729,0,0
103199,4.25,335000,76,31,661,0,41860
103200,4.125,173000,67,41,709,0,28140
103201,4.0,348000,85,21,791,0,23420
103202,3.875,313000,74,46,729,0,41860
103203,3.875,413000,59,17,717,0,31080
103204,3.5,410000,74,13,782,0,42660
103205,3.75,200000,75,32,770,0,49660
103206,3.625,40000,69,14,820,0,0
103207,4.25,61000,87,39,693,1,0
103208,3.99,279000,89,43,790,0,39300
103210,3.625,375000,75,43,809,0,31080
103211,3.75,125000,41,42,741,0,14860
103212,4.375,89000,75,32,820,0,46140
103213,3.625,410000,74,50,733,0,41980
103214,3.75,238000,85,36,766,0,42220
103215,3.75,406000,77,24,802,0,31080
103216,3.875,110000,57,33,746,0,45300
103217,4.0,206000,78,29,762,0,33460
103218,3.875,532000,72,29,796,0,47900
103219,3.75,100000,47,16,778,0,40900
103220,4.5,132000,74,43,732,0,10740
103221,3.75,320000,80,22,793,0,19740
103222,3.625,102000,80,40,764,0,12940
103223,5.0,79000,55,36,674,0,0
103224,3.875,158000,31,34,780,0,41860
103226,4.5,80000,77,44,764,1,45780
103227,3.945,188000,80,27,767,1,0
103228,4.375,154000,85,36,731,0,0
103229,3.625,106000,78,30,716,0,11540
103230,4.25,184000,80,39,683,0,0
103231,3.875,327000,63,47,650,0,40140
103232,3.75,265000,78,32,710,0,12940
103233,4.0,74000,80,14,769,0,40140
103234,4.375,337000,73,44,648,0,47900
103235,3.75,400000,60,40,750,0,42660
103236,3.99,272000,66,43,765,0,40900
103237,3.875,152000,80,30,757,0,33460
103239,4.0,265000,73,28,791,0,37980
103240,4.375,225000,79,30,700,0,14460
103241,4.375,332000,80,31,701,0,49340
103242,4.75,177000,74,43,677,0,35620
103243,4.75,133000,85,34,693,1,49620
103244,4.375,300000,80,45,677,0,48300
103245,4.75,87000,75,46,696,0,48660
103246,3.99,391000,55,13,755,0,37980
103247,4.625,125000,95,26,727,0,28140
103248,3.875,172000,85,26,740,0,0
103249,3.75,308000,80,38,776,0,0
103250,3.625,191000,49,33,628,0,42020
103251,3.75,344000,80,16,755,0,40900
103252,3.99,133000,80,33,682,0,41620
103254,4.375,104000,80,42,792,1,30780
103255,4.0,331000,42,8,666,0,20500
103256,4.0,172000,76,37,729,0,32820
103257,3.5,176000,78,20,797,0,33540
103258,4.0,130000,74,41,725,0,15940
103259,3.875,101000,68,10,805,0,38060
103260,3.875,170000,80,26,710,0,31140
103261,4.5,68000,57,25,791,0,31420
103262,4.0,110000,67,15,719,0,28660
103263,3.5,170000,80,27,732,0,30780
103264,3.875,217000,80,41,750,0,25420
103265,4.875,60000,58,6,791,0,16980
103266,3.5,169000,55,29,762,0,17420
103267,3.875,327000,75,18,715,0,43780
103268,3.875,142000,77,45,718,0,39340
103269,4.0,101000,75,38,749,0,40140
103270,3.75,378000,72,18,794,0,14460
103271,3.99,134000,75,27,751,0,12060
103272,4.375,399000,84,41,678,0,19100
103273,4.25,149000,54,35,621,0,47220
103274,4.0,258000,79,37,706,0,41940
103275,3.625,412000,90,43,758,0,0
103276,3.75,300000,55,30,750,0,14460
103277,3.5,188000,34,32,780,0,35620
103278,3.83,301000,74,40,701,0,41940
103279,3.99,212000,80,33,804,0,31080
103280,3.875,65000,52,26,631,0,0
103281,3.75,280000,38,22,776,0,47900
103282,3.75,206000,69,43,701,0,10900
103283,3.875,125000,50,43,746,0,0
103284,3.99,140000,80,35,661,0,43300
103285,4.25,324000,80,45,634,0,19100
103286,4.75,78000,74,17,635,0,31140
103287,3.625,87000,30,30,729,0,15540
103288,3.5,392000,93,41,758,0,31080
103289,3.75,114000,80,12,780,0,0
103290,3.875,245000,57,42,653,0,35620
103292,4.875,180000,80,36,647,0,12420
103293,3.75,75000,52,29,744,0,20020
103294,3.574,352000,70,26,737,0,42660
103295,4.5,230000,57,35,656,0,31080
103296,4.5,70000,49,39,656,0,12580
103297,3.875,80000,69,23,731,0,0
103298,3.625,305000,77,23,790,0,42660
103299,3.875,324000,90,28,748,0,19820
103300,3.875,152000,97,42,756,1,0
103301,4.125,295000,79,45,687,0,41620
103302,4.375,87000,58,21,635,0,27500
103303,4.0,238000,80,31,704,0,17300
103305,4.0,281000,67,35,677,0,19100
103306,3.625,393000,69,33,778,0,35620
103307,4.375,121000,95,32,783,0,13820
103308,3.5,122000,66,23,773,0,16860
103309,4.125,174000,76,45,795,1,0
103310,4.625,225000,75,41,697,1,0
103311,3.875,575000,58,15,790,0,41860
103312,3.625,392000,80,31,791,0,16980
103313,3.5,398000,80,18,797,0,33340
103314,4.0,106000,80,22,641,0,16860
103315,4.125,330000,96,19,775,0,14460
103316,4.0,217000,79,26,691,0,30020
103317,3.875,260000,68,43,777,0,41740
103318,3.556,320000,45,29,706,0,31080
103319,3.375,184000,62,26,747,0,45300
103321,4.0,490000,80,25,794,0,42220
103322,3.5,169000,53,19,806,1,16980
103323,3.625,67000,68,27,654,0,0
103324,3.99,203000,76,35,813,0,31080
103325,4.125,470000,73,28,771,0,41740
103326,3.75,403000,72,30,687,0,16980
103327,3.625,107000,72,28,725,0,0
103328,3.875,373000,30,20,725,0,35620
103329,3.75,327000,70,35,797,0,19740
103330,3.75,272000,80,39,751,0,38900
103331,3.875,105000,71,29,781,0,36540
103332,4.0,180000,80,31,784,1,16700
103333,4.625,164000,80,43,710,0,29340
103334,3.99,387000,74,28,704,0,35620
103335,4.25,220000,80,26,759,0,19740
103336,3.48,220000,24,30,778,0,41940
103337,4.125,225000,72,42,667,0,35620
103338,3.75,401000,41,25,789,0,31100
103339,4.75,99000,78,38,666,0,19100
103340,4.25,126000,80,23,698,0,19740
103341,4.25,43000,37,34,757,0,42340
103342,3.99,240000,69,38,798,0,40900
103343,3.875,608000,80,33,779,0,35620
103344,4.0,625000,54,41,715,0,31080
103345,3.625,373000,68,25,722,0,41860
103346,4.125,248000,95,43,751,0,38300
103347,3.875,345000,46,39,678,0,14460
103348,3.75,286000,79,30,766,0,12940
103349,3.99,206000,90,25,683,0,41620
103350,4.125,101000,69,41,665,1,26380
103351,3.875,149000,94,38,780,0,25620
103352,3.625,195000,55,34,786,0,37980
103353,3.875,175000,88,22,714,1,40220
103354,4.5,108000,38,41,674,0,35620
103355,4.125,326000,68,39,706,0,41740
103356,3.875,386000,60,22,776,0,31080
103357,3.99,302000,76,29,767,0,35620
103358,3.75,264000,80,26,709,0,0
103359,3.5,247000,63,22,760,0,16700
103360,3.75,291000,76,42,777,0,31080
103361,4.0,595000,63,8,799,0,47900
103362,3.625,218000,80,27,766,1,16220
103363,3.75,373000,59,44,768,0,14460
103364,3.5,191000,58,9,779,0,33460
103365,4.25,64000,69,22,689,0,41700
103366,3.99,266000,79,31,796,0,41620
103367,3.5,250000,61,15,794,0,49340
103368,3.625,417000,38,20,780,0,16700
103369,3.625,405000,75,26,745,0,47900
103370,3.5,402000,60,35,752,0,47900
103371,4.0,264000,73,38,778,0,16980
103372,4.0,401000,48,42,791,0,16980
103373,4.25,305000,94,31,750,0,41500
103374,4.0,143000,73,42,686,0,39380
103375,3.5,125000,79,19,790,0,49340
103377,4.0,385000,62,31,656,0,37100
103378,4.75,268000,80,45,638,0,35620
103379,4.0,266000,90,36,787,0,37980
103380,4.0,112000,44,44,660,0,47900
103381,4.375,124000,83,41,710,0,17980
103382,4.25,141000,75,44,749,0,36540
103383,4.0,97000,62,36,715,0,19100
103384,4.5,180000,68,25,801,0,40220
103385,3.75,228000,80,41,766,0,33100
103386,4.25,94000,75,26,727,0,40900
103387,4.0,249000,69,39,711,0,14460
103388,4.0,569000,65,30,801,0,31080
103389,3.75,128000,80,35,790,0,0
103390,4.0,88000,74,43,711,0,0
103391,4.0,500000,53,35,805,0,41860
103392,4.5,126000,80,42,645,0,19100
103393,3.75,300000,38,28,748,0,31080
103394,4.0,280000,80,29,808,0,40140
103395,3.625,361000,54,43,756,0,41860
103396,3.75,291000,80,23,805,0,49340
103397,4.0,160000,80,22,806,0,30460
103398,4.96,222000,69,36,693,0,42660
103399,3.875,220000,13,45,712,0,31080
103401,4.625,94000,85,38,695,0,30980
103402,3.95,397000,47,20,746,0,42660
103403,3.75,210000,44,42,739,0,14460
103404,3.75,258000,90,28,802,0,24340
103405,4.0,395000,95,30,778,0,0
103406,4.5,140000,56,38,689,0,35620
103407,3.75,210000,65,35,757,0,41740
103408,4.0,191000,76,34,681,0,30460
103409,3.99,350000,77,25,813,0,42660
103410,4.0,343000,85,17,767,0,19740
103411,4.25,120000,80,39,757,0,34980
103412,3.75,135000,85,42,778,0,30780
103413,3.875,317000,18,19,715,0,41980
103414,3.875,230000,78,43,729,0,31080
103415,4.375,392000,72,40,673,0,41860
103416,5.125,92000,80,30,690,0,26420
103417,3.875,102000,79,45,700,0,47900
103418,4.0,296000,80,42,744,0,41740
