,origIntRate,origUPB,origLTV,origDebtIncRatio,worstCreditScore,zeroBalCode,mSA
102146,3.25,409000,59,37,731,0,40900
102147,3.5,417000,66,37,700,0,19100
102148,3.75,197000,23,21,808,0,41860
102149,3.6,286000,54,32,764,0,31080
102150,3.875,193000,37,39,772,0,42220
102151,3.99,247000,75,34,749,0,41940
102152,3.75,164000,89,40,750,0,20740
102153,3.625,282000,80,16,794,0,12580
102154,3.625,86000,60,18,689,0,36260
102156,3.675,194000,81,43,738,0,29100
102157,3.875,290000,39,43,788,0,41740
102158,3.875,224000,80,26,702,0,19340
102159,4.25,335000,59,43,634,0,35620
102160,3.625,100000,40,25,643,0,45940
102161,3.875,133000,79,24,691,0,31540
102162,3.5,283000,75,34,761,1,17460
102164,3.875,211000,71,40,708,0,16980
102165,3.75,135000,75,39,701,0,17420
102166,3.75,378000,68,16,743,0,14460
102167,3.625,160000,77,36,773,0,16980
102168,3.99,135000,80,25,745,0,20020
102169,4.125,81000,76,36,631,0,31140
102170,4.25,322000,64,41,753,0,14460
102171,3.5,345000,78,42,802,0,31080
102172,4.125,256000,70,15,668,0,16980
102173,3.875,120000,80,35,757,1,21340
102174,4.125,486000,68,50,794,0,41940
102175,3.5,138000,70,27,788,0,30460
102176,3.625,300000,70,41,684,0,35620
102177,3.875,246000,60,44,717,0,41860
102178,3.89,95000,55,37,794,0,42660
102179,3.875,120000,95,24,779,0,36540
102180,3.875,190000,61,33,729,0,24300
102181,3.5,92000,80,36,698,0,37900
102182,3.75,352000,67,28,775,0,31080
102183,3.375,406000,68,36,742,0,33340
102184,3.625,409000,82,34,750,0,35620
102185,3.75,173000,70,37,786,0,19780
102186,3.99,189000,70,39,697,0,10900
102187,3.75,283000,80,31,797,0,34980
102188,3.25,417000,80,14,787,0,16220
102189,3.625,393000,65,35,734,0,41860
102190,3.875,374000,65,44,707,0,31080
102191,4.99,296000,80,43,662,0,33860
102192,4.0,114000,19,36,692,0,35620
102193,3.99,272000,55,28,705,0,35620
102194,3.625,208000,84,31,788,0,14540
102195,4.25,90000,80,41,774,0,26420
102196,3.75,225000,75,40,745,0,0
102198,4.625,91000,65,45,725,0,38340
102199,3.5,332000,79,33,728,0,41860
102200,3.625,207000,70,30,791,0,19820
102201,3.99,134000,79,45,712,0,34940
102202,3.625,286000,73,32,729,0,35300
102203,3.875,506000,54,40,775,0,42660
102204,4.25,99000,78,27,683,1,0
102205,3.5,85000,57,17,734,0,41180
102206,3.375,150000,56,35,733,0,41740
102207,3.875,215000,71,31,797,0,31080
102208,3.875,560000,79,37,752,0,31080
102209,3.99,122000,62,40,679,0,16860
102210,3.875,275000,93,26,750,0,31100
102211,3.75,117000,90,38,761,0,10780
102212,3.375,268000,64,18,779,0,36260
102213,3.625,120000,78,18,791,0,22540
102214,3.625,313000,92,39,808,0,47900
102215,3.75,222000,72,37,700,0,0
102216,3.375,417000,70,22,777,0,40900
102217,3.95,197000,80,31,786,0,42660
102218,3.625,195000,17,23,798,0,42200
102219,3.625,235000,91,41,701,0,38340
102220,4.125,175000,75,43,715,0,24300
102221,3.75,351000,54,25,793,0,41860
102222,3.807,304000,50,41,670,0,31080
102223,3.99,202000,70,39,805,0,43620
102224,4.25,221000,85,21,699,0,0
102225,4.125,346000,80,42,704,0,19820
102226,3.875,294000,80,42,718,0,36260
102227,4.0,232000,75,36,697,0,42660
102228,3.5,314000,88,44,732,0,17820
102229,3.625,350000,70,5,670,0,0
102230,3.25,395000,40,30,712,0,14460
102231,3.5,215000,79,44,751,0,31080
102232,4.25,86000,95,45,699,1,28140
102233,4.5,239000,79,32,690,0,17140
102234,3.125,275000,58,30,791,0,35620
102235,3.75,385000,77,34,794,0,41860
102236,4.0,316000,75,44,732,0,47900
102237,4.375,260000,76,22,736,0,43340
102238,3.625,146000,61,30,820,0,16700
102239,4.125,353000,87,45,706,0,40140
102240,3.875,136000,80,36,700,0,0
102241,3.99,200000,57,41,665,0,41860
102242,3.375,142000,64,29,758,0,0
102243,3.5,207000,70,45,641,0,0
102244,3.98,155000,45,24,747,0,41860
102245,3.75,170000,54,26,676,0,39300
102246,4.75,218000,78,21,694,0,33100
102247,3.75,300000,76,28,748,0,19740
102248,3.75,213000,80,43,768,0,19740
102249,3.5,172000,59,11,787,0,28940
102250,3.5,125000,66,38,666,0,17660
102251,4.0,375000,79,15,802,0,33460
102252,3.5,238000,77,28,743,0,16860
102253,3.25,67000,80,34,725,0,0
102254,3.75,364000,80,33,732,0,14460
102255,3.5,369000,58,38,753,0,42220
102256,3.5,176000,75,17,776,0,26900
102257,3.75,224000,80,35,759,0,31080
102258,4.125,170000,71,44,772,0,19820
102259,3.375,203000,68,30,801,0,37980
102260,4.0,89000,49,31,797,0,42660
102261,3.875,103000,69,27,772,0,21780
102262,4.125,368000,75,34,681,0,35620
102263,3.5,364000,54,45,795,0,41860
102264,4.125,51000,78,37,706,0,22420
102265,3.75,417000,66,41,673,0,35380
102266,3.5,417000,69,28,760,0,40900
102267,4.125,181000,80,31,621,0,19740
102268,3.625,417000,59,30,748,0,16980
102269,4.0,50000,62,33,793,1,48620
102270,3.75,388000,70,36,723,0,14460
102271,4.0,309000,87,41,695,0,13900
102272,3.5,384000,80,37,780,0,0
102273,3.625,342000,79,38,662,0,12940
102274,3.5,412000,60,39,672,0,41940
102275,3.875,531000,49,33,748,0,35620
102276,3.625,312000,79,23,793,0,35620
102277,3.875,184000,70,38,696,1,12940
102278,3.5,176000,95,21,747,0,16980
102279,3.5,267000,79,42,699,0,35620
102280,4.25,230000,77,45,746,1,41980
102281,3.5,145000,64,43,674,0,16980
102282,3.83,124000,80,30,785,0,0
102283,3.5,225000,75,31,710,0,35620
102284,3.5,352000,80,18,792,0,36780
102285,4.375,104000,78,42,670,0,36540
102286,3.75,298000,83,35,809,1,14860
102287,4.125,465000,64,45,716,0,41940
102288,3.625,379000,56,29,799,0,14460
102289,3.75,267000,90,45,717,0,16980
102290,3.875,399000,69,12,690,0,19740
102291,3.99,168000,75,21,735,0,21660
102292,3.875,417000,73,23,725,0,45300
102293,3.875,106000,74,38,667,0,31340
102294,3.625,308000,78,35,704,0,36260
102295,4.25,108000,58,23,654,0,28420
102296,4.0,251000,85,45,746,0,35620
102297,3.5,200000,66,20,776,0,16980
102298,4.125,224000,80,30,624,0,38900
102299,4.25,183000,80,39,702,0,41180
102300,4.125,146000,79,22,665,0,28420
102301,3.625,168000,96,32,729,0,44140
102302,3.5,142000,48,41,764,0,46140
102303,4.25,150000,82,37,667,0,18140
102304,3.875,109000,66,41,693,0,35300
102305,3.625,88000,80,33,716,0,29180
102306,3.75,142000,60,31,766,0,25540
102307,3.5,417000,46,8,769,0,47900
102308,3.5,409000,70,13,791,0,39580
102309,3.625,417000,76,34,795,0,41740
102310,3.375,336000,66,42,783,0,41740
102311,3.75,212000,40,43,790,0,33340
102312,3.875,149000,67,26,688,0,19780
102313,3.75,214000,80,18,784,0,42660
102314,3.875,373000,85,30,791,0,14460
102315,3.5,389000,78,37,770,0,31080
102316,3.375,411000,58,44,789,0,41860
102317,3.625,201000,94,37,773,0,28940
102318,3.446,320000,58,42,706,0,37980
102319,4.875,133000,80,35,694,0,12420
102320,3.963,174000,77,26,709,0,28700
102321,4.625,170000,80,23,683,1,24860
102322,3.875,280000,80,35,722,0,38900
102323,3.75,230000,66,44,763,0,16980
102324,4.25,248000,53,44,662,0,35620
102325,4.0,237000,53,44,767,0,12580
102326,4.0,600000,80,14,754,0,41860
102327,3.875,124000,57,32,750,0,10780
102328,3.5,105000,73,50,788,0,43100
102329,4.125,222000,93,26,680,0,44140
102330,3.875,350000,71,30,781,0,32780
102331,3.875,291000,73,27,747,0,35620
102332,3.875,140000,75,33,748,0,14460
102333,3.375,179000,52,32,796,0,38060
102334,3.5,148000,76,45,771,0,40220
102335,3.875,202000,87,30,808,0,15540
102336,3.625,187000,89,18,723,0,16300
102337,3.5,409000,75,39,752,0,37100
102338,3.875,218000,69,34,739,0,37980
102339,3.875,476000,78,16,765,0,41740
102340,3.5,325000,80,19,777,0,35380
102341,3.5,158000,58,31,722,0,35380
102342,3.75,102000,68,18,682,0,25540
102343,3.75,240000,80,42,722,0,28740
102344,3.625,355000,71,17,738,0,37980
102345,3.625,230000,46,15,782,0,31080
102346,3.5,247000,72,21,790,0,41180
102347,3.625,279000,76,45,727,0,37100
102348,3.49,287000,79,30,807,0,33340
102349,3.5,67000,90,34,766,0,0
102351,4.125,245000,56,44,661,0,17980
102352,4.0,108000,80,39,712,0,15380
102353,4.125,135000,84,33,739,0,0
102354,3.875,99000,87,41,736,0,34740
102355,3.81,97000,65,21,807,0,47300
102356,3.5,403000,51,44,805,0,35380
102357,3.75,415000,66,37,704,0,41940
102358,3.555,415000,70,27,790,0,42100
102359,4.25,298000,80,43,748,0,41740
102360,3.75,200000,58,16,803,0,31080
102361,3.5,288000,60,26,780,0,41860
102362,3.625,398000,75,39,731,0,46060
102363,3.75,251000,52,35,753,0,41740
102364,3.5,378000,48,19,794,0,31080
102365,4.125,180000,80,45,710,0,19820
102366,3.875,96000,80,29,691,0,47940
102367,3.75,228000,66,26,809,0,16980
102368,4.0,240000,80,24,787,0,42660
102369,3.625,156000,70,28,764,0,11540
102370,3.625,145000,66,41,752,0,19740
102371,3.375,231000,58,16,778,0,12020
102372,3.5,126000,80,16,786,1,46140
102373,4.0,306000,85,40,722,0,31080
102374,3.5,60000,22,27,778,0,24860
102375,3.875,380000,51,34,776,0,37980
102376,3.98,229000,58,40,749,0,0
102377,3.75,212000,85,25,807,0,16980
102378,3.875,187000,85,21,783,0,39340
102380,3.625,276000,43,47,694,0,31080
102381,4.0,391000,79,45,666,0,41860
102383,4.375,350000,92,38,722,0,14460
102384,3.875,151000,58,32,649,0,35620
102385,3.75,386000,78,25,786,0,31080
102386,4.25,302000,90,33,789,0,19740
102387,4.25,147000,80,37,664,0,38900
102388,3.625,417000,67,34,742,0,41940
102389,3.625,264000,80,36,781,0,35620
102390,3.75,409000,74,29,744,0,12580
102391,4.625,92000,75,39,701,0,15940
102392,3.875,250000,28,30,774,0,14460
102393,3.5,111000,77,45,804,0,16300
102394,3.75,188000,80,28,784,0,47260
102396,3.75,410000,57,30,777,0,41860
102397,3.875,409000,79,36,773,0,37100
102398,4.0,166000,78,25,699,0,38060
102399,3.625,101000,60,18,757,0,41620
102400,3.625,318000,77,16,798,0,16980
102401,3.625,291000,79,27,701,0,41180
102402,3.625,244000,45,30,809,0,31080
102403,4.125,95000,52,35,796,0,26580
102404,3.99,208000,80,33,800,0,19820
102405,4.375,210000,63,38,774,0,38900
102406,3.625,64000,94,38,785,0,36420
102407,3.625,346000,93,44,720,0,31080
102408,3.875,221000,68,24,689,0,47900
102409,3.75,296000,59,41,764,0,35620
102410,4.25,199000,69,23,658,0,31080
102411,3.625,84000,85,42,719,0,34980
102412,3.625,250000,75,22,744,0,38900
102413,3.96,357000,53,23,691,0,41940
102414,3.25,215000,79,42,725,0,0
102415,4.75,64000,64,36,663,1,41180
102416,3.5,417000,71,33,784,0,16980
102417,4.625,225000,68,45,649,0,29180
102418,3.5,105000,48,27,692,0,34980
102419,3.25,109000,80,19,754,0,24580
102420,4.0,220000,80,39,745,1,35660
102421,3.75,84000,77,21,770,0,14060
102422,4.0,110000,80,44,731,0,0
102423,3.625,402000,74,18,779,0,26900
102424,4.125,70000,70,29,659,0,24260
102425,4.0,128000,80,44,654,0,42660
102427,3.875,221000,90,23,777,0,13820
102428,3.375,262000,80,25,767,0,42540
102429,3.625,241000,75,45,769,0,43420
102430,4.0,156000,85,26,751,0,16980
102431,4.0,129000,41,32,790,0,42660
102432,3.625,170000,90,34,721,0,43340
102433,3.625,390000,78,34,732,0,31080
102434,4.5,237000,72,40,642,0,31080
102435,3.375,335000,90,45,808,0,35620
102436,3.75,185000,52,25,718,0,16980
102437,4.5,383000,67,42,662,0,35620
102438,3.5,220000,80,26,722,0,13900
102439,4.125,555000,79,33,733,0,31080
102440,3.5,414000,71,41,799,0,41740
102441,3.519,200000,56,43,784,0,31080
102442,4.0,98000,80,16,787,0,48140
102443,4.125,625000,33,45,718,0,42200
102444,3.99,119000,91,30,783,0,0
102445,3.625,323000,80,28,801,0,12420
102446,3.75,327000,80,27,778,0,41740
102447,3.625,260000,42,32,770,0,41940
102448,4.0,501000,85,30,815,0,31080
102449,4.25,489000,79,36,724,0,41860
102450,3.875,222000,77,40,709,0,19740
102451,3.5,75000,37,43,787,0,40900
102452,3.625,240000,78,24,772,0,31080
102453,3.81,626000,36,40,791,0,41940
102454,3.5,230000,57,23,804,0,12220
102455,3.375,129000,74,26,770,0,36780
102456,4.375,184000,80,33,676,0,43620
102457,4.125,311000,89,39,706,0,16980
102458,4.25,106000,76,21,643,0,30300
102459,3.5,417000,54,13,732,0,0
102460,4.487,292000,80,38,667,0,28940
102462,3.875,162000,80,31,779,0,36540
102463,4.375,105000,79,41,696,0,41700
102464,3.75,153000,57,7,805,0,28420
102465,3.875,223000,75,12,723,0,49340
102466,3.75,363000,80,22,785,0,16980
102467,3.5,362000,57,30,733,0,42660
102468,4.375,176000,72,23,737,0,0
102469,4.0,167000,90,28,772,0,34980
102470,3.5,380000,65,31,729,0,31540
102471,3.75,250000,80,30,724,0,0
102472,3.5,191000,66,31,727,0,47900
102473,4.0,315000,61,31,814,0,41940
102474,4.0,484000,48,38,745,0,41860
102475,4.0,574000,80,36,702,0,31080
102476,4.0,221000,75,50,720,0,21660
102477,3.625,268000,69,32,705,0,35620
102478,3.5,556000,49,30,777,0,41860
102479,3.625,164000,95,29,707,0,31140
102480,3.75,264000,80,26,800,0,19100
102481,3.875,350000,74,23,800,0,31080
102482,3.625,218000,74,43,736,0,31080
102483,3.5,400000,58,50,765,0,41740
102484,3.9,315000,60,29,682,0,14460
102485,4.125,625000,59,36,708,0,35620
102486,4.25,76000,40,17,795,0,36420
102487,4.0,168000,80,32,777,0,33340
102488,3.75,144000,85,42,702,0,44180
102489,3.5,368000,76,23,750,0,14460
102490,3.875,105000,78,39,750,0,25180
102491,4.99,192000,80,31,633,0,19100
102492,3.625,126000,97,44,731,0,43580
102493,3.5,335000,67,20,761,0,0
102494,3.25,237000,80,43,769,0,0
102495,3.875,190000,63,37,686,0,35620
102496,3.375,202000,67,27,734,0,19100
102497,3.623,399000,67,28,801,0,41860
102498,3.625,222000,78,39,645,0,41180
102499,3.625,372000,87,27,771,0,47900
102500,4.25,67000,45,24,681,0,12420
102501,3.5,417000,67,46,785,0,35620
102502,3.375,131000,73,42,767,0,0
102503,3.75,417000,56,50,795,0,41860
102504,3.625,280000,56,21,733,0,32780
102505,4.0,236000,67,33,735,0,41740
102506,3.75,354000,80,31,718,0,14460
102507,3.75,404000,58,27,760,0,14500
102508,4.125,332000,79,24,679,0,31420
102509,3.625,156000,78,27,700,0,44140
102510,4.0,456000,54,35,712,0,31080
102511,4.25,250000,74,31,699,0,24340
102512,3.625,195000,49,18,779,0,20220
102513,4.25,182000,85,36,762,1,16860
102514,3.625,174000,76,23,771,0,19820
102515,4.0,192000,80,28,790,0,16980
102516,3.625,486000,81,42,750,0,41940
102517,3.625,114000,80,39,707,0,12220
102518,3.5,80000,30,40,646,0,41180
102519,3.375,211000,36,20,809,0,14500
102520,4.0,276000,60,44,754,0,35620
102521,3.625,435000,58,43,663,0,46520
102522,3.75,448000,81,27,745,0,47900
102523,3.75,400000,46,29,791,0,14500
102524,3.99,137000,85,36,695,0,18140
102525,3.75,200000,16,33,793,0,34980
102526,3.75,265000,80,17,721,0,19740
102527,3.75,143000,58,22,792,0,16980
102528,3.5,417000,53,44,721,0,31100
102529,4.0,150000,61,15,741,0,0
102530,4.0,175000,46,35,736,0,41860
102531,3.625,113000,87,41,719,0,16220
102532,4.375,80000,80,35,703,1,26580
102533,3.25,342000,51,16,784,0,16300
102534,3.625,353000,42,20,775,0,41860
102535,3.375,140000,55,24,796,0,0
102536,3.75,389000,88,44,751,0,34980
102537,3.75,160000,80,16,793,0,0
102538,3.625,174000,64,16,722,0,31080
102539,3.75,406000,42,31,726,0,41740
102540,4.0,220000,51,50,680,0,31080
102541,3.5,417000,62,27,755,0,19740
102542,4.25,121000,84,28,673,0,42340
102543,4.125,94000,80,26,711,0,24860
102544,3.875,204000,84,30,752,0,35620
102545,3.625,328000,80,25,794,0,41740
102546,3.5,205000,76,31,727,0,0
102547,4.625,237000,90,39,684,0,16980
102548,4.25,78000,61,32,747,0,41180
102549,3.5,137000,57,25,796,0,25860
102550,3.375,107000,67,46,717,0,24500
102551,3.875,180000,77,33,762,0,19740
102552,4.375,65000,55,33,665,0,40140
102553,3.625,339000,68,29,757,0,41740
102554,4.125,84000,80,44,711,0,24860
102555,3.875,626000,53,48,754,0,31100
102556,4.375,349000,96,36,703,0,14460
102557,3.875,375000,79,37,731,0,14740
102558,4.0,282000,79,31,791,0,42660
102559,3.5,417000,60,21,707,0,14460
102560,3.75,417000,76,33,757,0,37980
102561,4.375,179000,70,43,698,0,33460
102562,3.75,273000,77,28,754,0,19100
102563,3.875,210000,90,35,662,0,29100
102565,3.875,170000,84,39,718,0,19780
102566,4.0,406000,85,42,693,0,31080
102567,3.99,329000,57,26,636,0,41860
102568,3.5,344000,82,19,793,0,14460
102569,3.625,208000,79,45,753,0,0
102570,3.625,372000,58,42,770,0,34980
102572,4.0,523000,75,29,732,0,41860
102573,3.875,139000,89,39,711,0,30460
102574,3.5,246000,67,27,722,0,0
102575,3.625,269000,60,14,703,0,19100
102576,4.125,386000,73,44,656,0,35620
102577,3.625,53000,80,34,747,0,0
102578,3.5,160000,80,27,710,0,0
102579,3.25,124000,66,44,662,0,0
102580,4.0,98000,93,24,800,0,12420
102581,3.5,160000,52,22,732,0,18140
102582,3.375,112000,78,26,816,0,0
102583,3.375,121000,70,32,717,0,20220
102584,3.817,626000,49,19,781,0,41940
102585,3.875,208000,70,22,789,0,11460
102586,4.25,100000,74,29,652,0,36420
102587,3.875,265000,41,39,649,0,16980
102588,3.625,150000,72,34,756,0,34820
102590,3.99,83000,77,36,766,0,24580
102591,4.125,126000,78,16,735,0,0
102592,3.99,136000,80,37,704,0,16860
102593,3.375,415000,33,31,796,0,41860
102594,3.5,350000,54,31,731,0,41940
102595,3.5,351000,36,44,739,0,47900
102596,3.75,386000,52,43,707,0,31080
102597,3.5,374000,90,34,749,0,35620
102598,3.75,97000,71,43,732,0,27140
102599,3.875,133000,69,32,640,0,41180
102600,4.125,100000,74,44,699,0,17140
102601,3.875,217000,77,29,796,0,40140
102603,3.5,308000,58,36,690,0,12940
102604,3.375,379000,66,30,771,0,41940
102605,3.875,83000,87,28,713,0,0
102606,3.5,168000,14,30,711,0,31080
102607,3.875,625000,25,42,772,0,31100
102608,3.875,156000,70,32,664,0,34980
102609,4.0,174000,80,30,794,0,12260
102610,3.875,510000,60,43,788,0,35620
102611,3.625,304000,75,22,779,0,13820
102612,4.0,211000,94,28,757,0,29540
102613,4.25,109000,72,31,705,0,0
102614,3.5,320000,59,25,743,0,14460
102615,4.375,152000,64,18,636,0,38900
102616,3.5,275000,67,16,803,0,14460
102617,3.625,155000,44,45,730,0,14500
102618,3.625,382000,70,43,708,0,31100
102620,3.5,460000,35,42,801,0,37100
102621,3.875,270000,42,32,783,0,38900
102622,4.125,277000,74,38,692,0,33700
102623,3.875,255000,56,46,667,0,35620
102624,4.25,71000,85,30,753,0,36420
102625,4.0,57000,76,25,752,1,30020
102626,3.75,304000,80,27,723,0,14460
102628,4.0,111000,75,36,767,0,0
102629,4.5,536000,75,33,716,0,35620
102630,3.875,92000,71,50,774,0,30700
102631,3.625,440000,51,42,690,0,31100
102632,3.875,388000,56,35,629,0,31100
102633,4.0,598000,48,40,697,0,41860
102634,4.0,82000,75,20,669,0,25860
102635,4.25,200000,72,24,629,0,35620
102636,4.875,141000,80,36,637,0,26620
102637,3.875,430000,47,32,729,0,14460
102638,4.125,413000,89,39,808,0,14460
102639,4.25,380000,80,38,674,0,41180
102640,3.625,550000,58,30,799,0,31080
102641,3.5,280000,70,42,820,0,31080
102642,4.0,110000,73,27,724,0,40380
102643,3.375,417000,95,42,800,0,14460
102644,4.0,354000,80,40,714,0,19740
102645,3.875,548000,68,48,724,0,35620
102646,4.25,399000,74,34,676,0,25060
102647,4.0,203000,70,45,675,0,12580
102648,3.625,274000,49,38,803,0,31080
102649,4.5,71000,80,28,680,0,37980
102650,4.125,417000,78,40,742,0,35620
102651,3.75,318000,67,33,770,0,0
102652,3.875,623000,75,21,769,0,31080
102653,3.875,98000,58,32,638,0,33660
102654,3.75,243000,88,36,811,0,38900
102655,3.5,125000,93,44,752,0,31180
102657,3.5,417000,65,45,755,0,12420
102658,4.25,463000,72,43,777,0,42100
102659,3.875,92000,16,45,804,0,39820
102660,3.625,349000,74,37,708,0,0
102661,3.5,147000,73,29,705,0,17820
102662,3.875,274000,74,31,791,0,0
102663,3.625,291000,80,30,804,0,0
102664,4.125,433000,89,36,749,0,14460
102665,3.5,338000,49,45,717,0,35620
102666,3.875,170000,80,32,734,0,19820
102667,3.75,160000,58,33,684,0,0
102668,4.25,105000,39,43,657,0,33100
102669,3.5,392000,79,36,745,0,35620
102670,4.0,384000,80,39,760,0,42660
102672,3.875,28000,86,46,739,0,0
102673,4.25,158000,97,26,689,0,14460
102674,3.625,135000,60,15,653,0,12580
102675,3.99,139000,82,42,709,0,30340
102676,4.75,378000,66,24,639,0,47900
102677,4.25,230000,78,36,715,0,14460
102678,3.75,124000,52,39,681,0,35380
102679,4.25,80000,46,42,654,0,0
102680,4.0,95000,52,19,723,0,0
102681,3.625,162000,62,35,678,0,28140
102682,3.625,304000,80,14,787,0,14460
102683,3.75,60000,44,27,755,0,49660
102684,4.125,168000,77,45,685,0,29180
102685,4.0,147000,75,45,694,0,35380
102686,3.5,400000,73,26,783,0,14500
102687,3.75,135000,58,32,789,0,10900
102688,4.0,200000,40,47,743,0,25540
102689,4.25,204000,60,37,642,0,39300
102690,3.5,176000,70,40,725,0,19740
102691,4.0,104000,73,25,796,0,44180
102692,4.0,120000,69,28,689,0,13980
102693,3.875,233000,84,17,806,0,17140
102695,3.625,401000,52,17,776,0,16980
102696,3.625,391000,54,31,798,0,16980
102697,3.75,302000,69,32,715,0,42020
102698,3.75,185000,78,26,718,0,24580
102700,3.6,112000,80,31,719,0,12060
102701,4.375,350000,85,40,731,0,14460
102702,4.0,237000,90,40,709,0,41700
102703,3.625,275000,75,44,770,0,22660
102705,3.875,123000,80,38,809,0,32900
102706,3.99,317000,61,45,734,0,19740
102707,4.0,81000,77,45,675,1,0
102708,3.75,295000,74,16,793,0,26900
102709,3.75,226000,80,38,746,1,30780
102710,4.25,95000,85,24,644,0,28940
102711,4.375,226000,65,26,672,0,35380
102712,4.0,437000,76,26,790,0,42660
102713,3.875,162000,80,20,790,1,40060
102714,4.0,526000,78,35,726,0,34900
102715,4.125,417000,95,36,745,0,12580
102716,3.625,417000,77,35,742,0,41740
102717,4.0,110000,68,15,784,1,35300
102718,3.625,155000,93,32,725,0,49340
102719,4.0,93000,69,27,686,0,28420
102720,3.75,457000,64,39,693,0,31100
102721,3.75,513000,60,31,786,0,41860
102722,3.75,127000,95,28,815,0,19100
102723,3.75,309000,79,41,723,0,33860
102725,3.75,143000,75,39,773,0,26900
102726,3.375,56000,27,31,801,0,16220
102727,3.875,88000,80,43,746,0,41700
102728,3.625,135000,80,31,765,0,0
102729,4.0,313000,71,45,689,0,14460
102730,4.25,417000,75,44,679,0,31100
102731,3.875,553000,75,31,776,0,41860
102732,3.375,103000,66,44,762,0,16700
102733,3.625,186000,76,35,728,0,27740
102734,3.75,75000,65,23,690,0,0
102735,3.625,121000,76,17,735,0,24860
102736,3.75,371000,87,37,781,0,16980
102737,4.125,170000,97,42,779,0,0
102738,3.875,125000,29,28,744,0,40900
102739,3.75,219000,77,16,750,0,21060
102740,4.49,284000,80,26,660,0,31080
102741,3.75,108000,74,21,801,0,26900
102742,3.75,129000,95,30,790,0,36540
102743,3.75,198000,52,45,760,0,25060
102744,3.5,406000,53,24,741,0,16980
102745,3.875,152000,63,32,781,0,41180
102746,4.0,269000,60,45,643,0,47900
102747,3.875,251000,79,34,668,0,35620
102748,4.0,60000,56,32,636,0,38540
102749,3.5,344000,60,26,708,0,14500
102750,4.125,120000,75,41,677,0,30780
102751,4.75,360000,80,39,675,0,39300
102752,3.625,210000,63,44,783,0,14460
102753,3.5,303000,65,14,817,0,41940
102754,3.625,92000,88,34,755,0,46340
102755,4.5,348000,80,33,683,0,35620
102756,4.0,141000,60,41,737,0,44060
102757,4.25,222000,73,44,648,0,14860
102758,3.75,270000,69,48,676,0,41860
102759,3.5,125000,44,29,732,0,24300
102760,3.875,126000,74,43,760,0,28660
102761,3.5,220000,51,39,786,0,36500
102762,4.75,225000,75,44,634,0,12580
102763,3.5,165000,37,43,675,0,16740
102764,3.625,215000,58,19,803,0,33460
102765,3.75,275000,74,44,706,0,37980
102766,5.25,98000,65,24,645,0,0
102767,3.875,198000,56,40,694,0,0
102768,3.875,323000,89,35,755,0,35620
102769,3.625,127000,60,18,683,0,31080
102770,3.75,273000,74,29,775,0,25540
102771,4.625,116000,80,38,683,0,26900
102772,3.625,75000,80,37,752,0,15980
102773,3.75,132000,84,43,813,0,22220
102774,3.99,330000,79,44,686,0,31080
102775,3.375,332000,80,33,750,0,18140
102776,3.625,380000,80,27,780,0,11180
102777,4.0,40000,49,45,684,0,0
102778,4.875,206000,80,27,678,0,12060
102779,3.875,466000,72,31,749,0,14460
102780,3.875,400000,42,35,736,0,41940
102781,4.25,587000,74,27,716,0,47900
102782,3.875,89000,40,44,688,0,0
102783,3.75,412000,44,41,691,0,14860
102785,4.0,370000,36,48,702,0,35620
102786,4.375,110000,76,35,622,0,0
102787,4.375,528000,42,45,703,0,31080
102788,3.75,143000,80,45,693,0,19780
102789,3.75,336000,84,15,751,0,47900
102790,3.875,255000,80,44,730,0,19820
102794,3.875,118000,80,45,711,0,30700
102795,3.625,434000,56,26,784,0,41860
102796,3.375,324000,64,49,721,0,41940
102797,4.25,110000,66,30,780,0,0
102798,4.0,297000,80,45,776,0,35620
102799,3.5,327000,29,22,793,0,31080
102800,3.99,156000,80,44,691,0,31180
102801,4.25,401000,90,30,749,0,19820
102802,3.875,165000,53,28,808,0,44700
102803,3.75,217000,79,45,762,0,12580
102804,3.5,150000,53,31,789,0,12060
102805,4.25,204000,77,41,658,0,0
102806,3.625,417000,39,6,763,0,19100
102807,3.5,220000,53,38,735,0,12580
102808,4.0,306000,58,45,673,0,38900
102809,4.06,200000,80,36,720,0,38860
102810,4.0,306000,68,45,761,0,42660
102811,3.875,99000,80,41,732,1,13820
102812,4.125,177000,48,41,665,0,14860
102813,4.375,160000,70,48,666,0,15380
102814,3.875,465000,34,35,795,0,41860
102815,3.875,390000,86,20,782,0,12060
102816,4.625,200000,77,45,646,0,47260
102817,3.625,379000,66,18,694,0,35620
102818,3.5,352000,80,36,813,0,14460
102819,3.625,335000,67,37,796,0,35620
102820,3.5,199000,82,43,683,0,19740
102821,3.625,120000,80,43,739,0,30460
102822,3.625,106000,77,37,806,0,24340
102823,3.875,332000,75,24,802,0,19820
102824,3.875,279000,90,21,789,0,40140
102825,3.625,335000,90,27,788,0,19340
102826,3.875,312000,80,44,664,0,32820
102827,3.625,359000,47,19,771,0,26420
102828,4.125,75000,83,44,732,0,36540
102829,3.5,234000,75,41,776,0,31140
102830,3.5,178000,74,36,790,0,0
102831,3.875,240000,80,38,803,0,21660
102832,4.625,328000,80,44,638,0,21140
102833,4.0,179000,95,29,758,0,24780
102834,3.875,95000,92,19,788,0,17820
102835,3.5,400000,83,33,750,0,19740
102836,3.75,76000,76,26,751,0,28940
102837,4.125,275000,90,32,776,0,34980
