,sellerName,origChannel,origIntRate,origUPB,origDate,firstPmtDate,origLTV,origCLTV,numBorrowers,origDebtIncRatio,borrCreditScore,BestCreditScore,WorstCreditScore,AvgCreditScore,loanPurp,propState,zipCode,pMIperct,mortInsType,fmacRate,fredRate,rateDiff,rateDiffPct,rank
10897,QUICKEN LOANS INC.,0,4.625,159000,2/1/2019,4/1/2019,48,48,1,19,654,654,654,654,C,MD,206,0,0,4.46,2.7,0.165,0.036995516,3
10898,QUICKEN LOANS INC.,0,5.5,60000,2/1/2019,4/1/2019,46,46,1,19,622,622,622,622,C,PA,152,0,0,4.46,2.7,1.04,0.233183857,5
10899,QUICKEN LOANS INC.,0,5.875,84000,2/1/2019,4/1/2019,59,59,1,19,630,630,630,630,C,TX,782,0,0,4.46,2.7,1.415,0.317264574,6
10900,QUICKEN LOANS INC.,0,4.75,448000,2/1/2019,4/1/2019,54,54,1,20,725,725,725,725,C,CA,927,0,0,4.46,2.7,0.29,0.065022422,3
10901,QUICKEN LOANS INC.,0,4.99,75000,2/1/2019,4/1/2019,12,12,1,20,746,746,746,746,C,FL,336,0,0,4.46,2.7,0.53,0.118834081,4
10902,QUICKEN LOANS INC.,0,4.875,75000,2/1/2019,4/1/2019,52,52,1,20,649,649,649,649,C,FL,346,0,0,4.46,2.7,0.415,0.093049327,3
10903,QUICKEN LOANS INC.,0,4.75,400000,2/1/2019,4/1/2019,24,24,1,20,701,701,701,701,C,MD,211,0,0,4.46,2.7,0.29,0.065022422,3
10904,QUICKEN LOANS INC.,0,4.75,279000,2/1/2019,3/1/2019,47,47,2,17,766,776,766,771,C,MA,23,0,0,4.46,2.7,0.29,0.065022422,3
10905,QUICKEN LOANS INC.,0,4.875,400000,2/1/2019,3/1/2019,73,73,2,31,754,754,737,745.5,C,IN,477,0,0,4.46,2.7,0.415,0.093049327,3
10906,QUICKEN LOANS INC.,0,5.875,222000,2/1/2019,3/1/2019,68,68,2,31,721,721,657,689,C,NC,285,0,0,4.46,2.7,1.415,0.317264574,6
10907,QUICKEN LOANS INC.,0,4.99,307000,2/1/2019,3/1/2019,70,70,2,34,696,701,696,698.5,C,VA,201,0,0,4.46,2.7,0.53,0.118834081,4
10908,QUICKEN LOANS INC.,0,5.25,284000,2/1/2019,3/1/2019,80,80,2,35,759,759,738,748.5,C,KS,660,0,0,4.46,2.7,0.79,0.177130045,4
10909,QUICKEN LOANS INC.,0,4.875,188000,2/1/2019,3/1/2019,77,77,2,37,760,760,759,759.5,C,UT,841,0,0,4.46,2.7,0.415,0.093049327,3
10910,QUICKEN LOANS INC.,0,4.56,100000,2/1/2019,3/1/2019,44,44,2,38,776,780,776,778,C,NC,275,0,0,4.46,2.7,0.1,0.022421525,2
10911,QUICKEN LOANS INC.,0,4.5,402000,2/1/2019,3/1/2019,52,52,2,39,653,738,653,695.5,C,MS,386,0,0,4.46,2.7,0.04,0.00896861,2
10912,QUICKEN LOANS INC.,0,4.875,464000,2/1/2019,3/1/2019,60,60,2,40,748,748,727,737.5,C,CA,926,0,0,4.46,2.7,0.415,0.093049327,3
10913,QUICKEN LOANS INC.,0,4.75,171000,2/1/2019,3/1/2019,80,80,2,40,723,764,723,743.5,C,SC,296,0,0,4.46,2.7,0.29,0.065022422,3
10914,QUICKEN LOANS INC.,0,4.5,121000,2/1/2019,3/1/2019,60,60,2,43,746,767,746,756.5,C,MO,635,0,0,4.46,2.7,0.04,0.00896861,2
10915,QUICKEN LOANS INC.,0,4.75,387000,2/1/2019,3/1/2019,74,74,2,44,751,751,718,734.5,C,CA,921,0,0,4.46,2.7,0.29,0.065022422,3
10916,QUICKEN LOANS INC.,0,5.75,188000,2/1/2019,3/1/2019,80,80,2,45,668,766,668,717,C,AL,350,0,0,4.46,2.7,1.29,0.289237668,6
10917,QUICKEN LOANS INC.,0,4.56,398000,2/1/2019,3/1/2019,75,75,2,45,692,692,649,670.5,C,CT,64,0,0,4.46,2.7,0.1,0.022421525,2
10918,QUICKEN LOANS INC.,0,4.625,163000,2/1/2019,3/1/2019,28,28,2,45,717,801,717,759,C,GA,303,0,0,4.46,2.7,0.165,0.036995516,3
10919,QUICKEN LOANS INC.,0,5.625,148000,2/1/2019,3/1/2019,80,80,2,48,684,684,674,679,C,IN,473,0,0,4.46,2.7,1.165,0.261210762,5
10920,QUICKEN LOANS INC.,0,5.75,350000,2/1/2019,3/1/2019,67,67,2,48,696,740,696,718,C,NY,110,0,0,4.46,2.7,1.29,0.289237668,6
10921,QUICKEN LOANS INC.,0,4.99,483000,2/1/2019,3/1/2019,74,74,2,49,698,707,698,702.5,C,CA,945,0,0,4.46,2.7,0.53,0.118834081,4
10922,QUICKEN LOANS INC.,0,4.75,75000,2/1/2019,4/1/2019,54,54,2,14,784,784,727,755.5,C,AL,355,0,0,4.46,2.7,0.29,0.065022422,3
10923,QUICKEN LOANS INC.,0,5.125,134000,2/1/2019,4/1/2019,67,67,2,15,666,666,665,665.5,C,AZ,852,0,0,4.46,2.7,0.665,0.149103139,4
10924,QUICKEN LOANS INC.,0,5.75,235000,2/1/2019,4/1/2019,56,56,2,15,812,814,812,813,C,CA,934,0,0,4.46,2.7,1.29,0.289237668,6
10925,QUICKEN LOANS INC.,0,4.375,330000,2/1/2019,4/1/2019,51,51,2,15,651,657,651,654,C,MD,217,0,0,4.46,2.7,-0.085,-0.019058296,2
10926,QUICKEN LOANS INC.,0,4.75,190000,2/1/2019,4/1/2019,70,74,2,15,715,715,712,713.5,C,NC,281,0,0,4.46,2.7,0.29,0.065022422,3
10927,QUICKEN LOANS INC.,0,4.25,213000,2/1/2019,4/1/2019,80,80,2,16,815,820,815,817.5,C,FL,346,0,0,4.46,2.7,-0.21,-0.047085202,2
10928,QUICKEN LOANS INC.,0,4.99,205000,2/1/2019,4/1/2019,66,66,2,17,710,748,710,729,C,AZ,852,0,0,4.46,2.7,0.53,0.118834081,4
10929,QUICKEN LOANS INC.,0,4.75,188000,2/1/2019,4/1/2019,80,80,2,17,722,722,722,722,C,DE,198,0,0,4.46,2.7,0.29,0.065022422,3
10930,QUICKEN LOANS INC.,0,4.99,99000,2/1/2019,4/1/2019,60,60,2,17,686,749,686,717.5,C,TN,383,0,0,4.46,2.7,0.53,0.118834081,4
10931,QUICKEN LOANS INC.,0,5.375,338000,2/1/2019,4/1/2019,80,80,2,17,716,734,716,725,C,VA,201,0,0,4.46,2.7,0.915,0.205156951,5
10932,QUICKEN LOANS INC.,0,4.99,104000,2/1/2019,4/1/2019,60,60,2,18,695,695,658,676.5,C,GA,307,0,0,4.46,2.7,0.53,0.118834081,4
10933,QUICKEN LOANS INC.,0,4.99,229000,2/1/2019,4/1/2019,75,75,2,18,729,741,729,735,C,MI,481,0,0,4.46,2.7,0.53,0.118834081,4
10934,QUICKEN LOANS INC.,0,4.56,361000,2/1/2019,4/1/2019,51,51,2,19,761,777,761,769,C,CA,908,0,0,4.46,2.7,0.1,0.022421525,2
10935,QUICKEN LOANS INC.,0,5.75,78000,2/1/2019,4/1/2019,60,60,2,19,658,659,658,658.5,C,TX,761,0,0,4.46,2.7,1.29,0.289237668,6
10936,QUICKEN LOANS INC.,0,4.75,123000,2/1/2019,4/1/2019,60,60,2,20,701,710,701,705.5,C,FL,321,0,0,4.46,2.7,0.29,0.065022422,3
10937,QUICKEN LOANS INC.,0,4.25,351000,2/1/2019,4/1/2019,65,65,2,20,731,800,731,765.5,C,MA,21,0,0,4.46,2.7,-0.21,-0.047085202,2
10938,QUICKEN LOANS INC.,0,4.56,150000,2/1/2019,4/1/2019,54,54,2,21,756,808,756,782,C,CA,961,0,0,4.46,2.7,0.1,0.022421525,2
10939,QUICKEN LOANS INC.,0,4.75,244000,2/1/2019,4/1/2019,67,67,2,21,772,772,762,767,C,FL,329,0,0,4.46,2.7,0.29,0.065022422,3
10940,QUICKEN LOANS INC.,0,5.375,50000,2/1/2019,4/1/2019,49,49,2,21,783,803,783,793,C,MI,494,0,0,4.46,2.7,0.915,0.205156951,5
10941,QUICKEN LOANS INC.,0,4.375,247000,2/1/2019,4/1/2019,70,79,2,21,733,756,733,744.5,C,MI,481,0,0,4.46,2.7,-0.085,-0.019058296,2
10942,QUICKEN LOANS INC.,0,4.25,169000,2/1/2019,4/1/2019,60,60,2,21,756,756,738,747,C,PA,175,0,0,4.46,2.7,-0.21,-0.047085202,2
10943,QUICKEN LOANS INC.,0,4.99,195000,2/1/2019,4/1/2019,65,65,2,22,782,782,758,770,C,CA,923,0,0,4.46,2.7,0.53,0.118834081,4
10944,QUICKEN LOANS INC.,0,4.99,253000,2/1/2019,4/1/2019,68,68,2,22,797,797,693,745,C,CA,925,0,0,4.46,2.7,0.53,0.118834081,4
10945,QUICKEN LOANS INC.,0,4.75,350000,2/1/2019,4/1/2019,80,80,2,22,737,742,737,739.5,C,CA,907,0,0,4.46,2.7,0.29,0.065022422,3
10946,QUICKEN LOANS INC.,0,4.75,455000,2/1/2019,4/1/2019,69,69,2,22,674,676,674,675,C,MA,18,0,0,4.46,2.7,0.29,0.065022422,3
10947,QUICKEN LOANS INC.,0,5.125,192000,2/1/2019,4/1/2019,74,74,2,22,719,721,719,720,C,TX,797,0,0,4.46,2.7,0.665,0.149103139,4
10948,QUICKEN LOANS INC.,0,4.75,144000,2/1/2019,4/1/2019,48,48,2,23,779,811,779,795,C,AZ,852,0,0,4.46,2.7,0.29,0.065022422,3
10949,QUICKEN LOANS INC.,0,4.99,80000,2/1/2019,4/1/2019,46,46,2,23,722,729,722,725.5,C,CA,956,0,0,4.46,2.7,0.53,0.118834081,4
10950,QUICKEN LOANS INC.,0,4.99,233000,2/1/2019,4/1/2019,80,80,2,23,718,718,703,710.5,C,CA,958,0,0,4.46,2.7,0.53,0.118834081,4
10951,QUICKEN LOANS INC.,0,4.99,175000,2/1/2019,4/1/2019,65,65,2,23,741,755,741,748,C,IN,460,0,0,4.46,2.7,0.53,0.118834081,4
10952,QUICKEN LOANS INC.,0,4.56,142000,2/1/2019,4/1/2019,70,70,2,23,785,785,771,778,C,WI,545,0,0,4.46,2.7,0.1,0.022421525,2
10953,QUICKEN LOANS INC.,0,4.99,151000,2/1/2019,4/1/2019,59,59,2,24,757,767,757,762,C,OR,973,0,0,4.46,2.7,0.53,0.118834081,4
10954,QUICKEN LOANS INC.,0,4.25,90000,2/1/2019,4/1/2019,22,22,2,24,779,779,683,731,C,PA,194,0,0,4.46,2.7,-0.21,-0.047085202,2
10955,QUICKEN LOANS INC.,0,5.5,100000,2/1/2019,4/1/2019,49,49,2,24,635,635,635,635,C,TX,786,0,0,4.46,2.7,1.04,0.233183857,5
10956,QUICKEN LOANS INC.,0,4.625,114000,2/1/2019,4/1/2019,57,57,2,25,775,775,758,766.5,C,AZ,850,0,0,4.46,2.7,0.165,0.036995516,3
10957,QUICKEN LOANS INC.,0,4.75,275000,2/1/2019,4/1/2019,64,64,2,25,774,774,774,774,C,CA,956,0,0,4.46,2.7,0.29,0.065022422,3
10958,QUICKEN LOANS INC.,0,4.875,180000,2/1/2019,4/1/2019,71,71,2,25,786,786,772,779,C,CT,64,0,0,4.46,2.7,0.415,0.093049327,3
10959,QUICKEN LOANS INC.,0,4.99,112000,2/1/2019,4/1/2019,71,71,2,25,680,687,680,683.5,C,OH,442,0,0,4.46,2.7,0.53,0.118834081,4
10960,QUICKEN LOANS INC.,0,4.875,172000,2/1/2019,4/1/2019,60,60,2,25,765,765,761,763,C,OR,975,0,0,4.46,2.7,0.415,0.093049327,3
10961,QUICKEN LOANS INC.,0,4.625,188000,2/1/2019,4/1/2019,70,70,2,25,743,753,743,748,C,OR,973,0,0,4.46,2.7,0.165,0.036995516,3
10962,QUICKEN LOANS INC.,0,4.75,222000,2/1/2019,4/1/2019,80,80,2,25,726,808,726,767,C,VA,230,0,0,4.46,2.7,0.29,0.065022422,3
10963,QUICKEN LOANS INC.,0,4.875,193000,2/1/2019,4/1/2019,65,65,2,25,698,698,693,695.5,C,WI,531,0,0,4.46,2.7,0.415,0.093049327,3
10964,QUICKEN LOANS INC.,0,4.75,152000,2/1/2019,4/1/2019,61,61,2,26,795,801,795,798,C,KY,402,0,0,4.46,2.7,0.29,0.065022422,3
10965,QUICKEN LOANS INC.,0,5.5,100000,2/1/2019,4/1/2019,23,23,2,26,802,804,802,803,C,MA,18,0,0,4.46,2.7,1.04,0.233183857,5
10966,QUICKEN LOANS INC.,0,4.75,323000,2/1/2019,4/1/2019,54,54,2,26,773,773,673,723,C,OR,974,0,0,4.46,2.7,0.29,0.065022422,3
10967,QUICKEN LOANS INC.,0,4.625,173000,2/1/2019,4/1/2019,60,60,2,27,781,781,716,748.5,C,AZ,853,0,0,4.46,2.7,0.165,0.036995516,3
10968,QUICKEN LOANS INC.,0,4.99,236000,2/1/2019,4/1/2019,77,77,2,27,699,744,699,721.5,C,CA,956,0,0,4.46,2.7,0.53,0.118834081,4
10969,QUICKEN LOANS INC.,0,4.25,334000,2/1/2019,4/1/2019,78,78,2,27,721,736,721,728.5,C,CA,936,0,0,4.46,2.7,-0.21,-0.047085202,2
10970,QUICKEN LOANS INC.,0,4.99,185000,2/1/2019,4/1/2019,40,40,2,27,715,715,700,707.5,C,FL,339,0,0,4.46,2.7,0.53,0.118834081,4
10971,QUICKEN LOANS INC.,0,5.625,168000,2/1/2019,4/1/2019,80,80,2,27,664,722,664,693,C,FL,336,0,0,4.46,2.7,1.165,0.261210762,5
10972,QUICKEN LOANS INC.,0,4.75,138000,2/1/2019,4/1/2019,62,62,2,27,649,649,630,639.5,C,MA,10,0,0,4.46,2.7,0.29,0.065022422,3
10973,QUICKEN LOANS INC.,0,4.99,155000,2/1/2019,4/1/2019,64,64,2,27,766,766,713,739.5,C,MN,554,0,0,4.46,2.7,0.53,0.118834081,4
10974,QUICKEN LOANS INC.,0,5.5,400000,2/1/2019,4/1/2019,69,69,2,27,635,643,635,639,C,NJ,76,0,0,4.46,2.7,1.04,0.233183857,5
10975,QUICKEN LOANS INC.,0,4.75,261000,2/1/2019,4/1/2019,60,60,2,27,646,725,646,685.5,C,NV,894,0,0,4.46,2.7,0.29,0.065022422,3
10976,QUICKEN LOANS INC.,0,5.375,75000,2/1/2019,4/1/2019,59,59,2,28,692,692,680,686,C,AL,352,0,0,4.46,2.7,0.915,0.205156951,5
10977,QUICKEN LOANS INC.,0,4.5,271000,2/1/2019,4/1/2019,36,36,2,28,782,782,743,762.5,C,CA,928,0,0,4.46,2.7,0.04,0.00896861,2
10978,QUICKEN LOANS INC.,0,4.99,105000,2/1/2019,4/1/2019,60,60,2,28,691,737,691,714,C,GA,305,0,0,4.46,2.7,0.53,0.118834081,4
10979,QUICKEN LOANS INC.,0,4.56,185000,2/1/2019,4/1/2019,45,45,2,28,733,762,733,747.5,C,MA,18,0,0,4.46,2.7,0.1,0.022421525,2
10980,QUICKEN LOANS INC.,0,4.75,363000,2/1/2019,4/1/2019,60,60,2,28,639,711,639,675,C,MA,25,0,0,4.46,2.7,0.29,0.065022422,3
10981,QUICKEN LOANS INC.,0,4.75,100000,2/1/2019,4/1/2019,63,63,2,28,704,727,704,715.5,C,MI,480,0,0,4.46,2.7,0.29,0.065022422,3
10982,QUICKEN LOANS INC.,0,4.375,102000,2/1/2019,4/1/2019,59,59,2,28,740,796,740,768,C,NJ,83,0,0,4.46,2.7,-0.085,-0.019058296,2
10983,QUICKEN LOANS INC.,0,4.56,91000,2/1/2019,4/1/2019,42,42,2,29,799,799,790,794.5,C,GA,302,0,0,4.46,2.7,0.1,0.022421525,2
10984,QUICKEN LOANS INC.,0,4.875,179000,2/1/2019,4/1/2019,80,80,2,29,819,819,802,810.5,C,GA,318,0,0,4.46,2.7,0.415,0.093049327,3
10985,QUICKEN LOANS INC.,0,4.99,301000,2/1/2019,4/1/2019,70,70,2,29,677,684,677,680.5,C,HI,967,0,0,4.46,2.7,0.53,0.118834081,4
10986,QUICKEN LOANS INC.,0,5.75,221000,2/1/2019,4/1/2019,75,75,2,29,677,701,677,689,C,MO,654,0,0,4.46,2.7,1.29,0.289237668,6
10987,QUICKEN LOANS INC.,0,4.99,159000,2/1/2019,4/1/2019,53,53,2,29,788,788,788,788,C,NV,894,0,0,4.46,2.7,0.53,0.118834081,4
10988,QUICKEN LOANS INC.,0,4.99,91000,2/1/2019,4/1/2019,68,68,2,29,777,777,766,771.5,C,NY,144,0,0,4.46,2.7,0.53,0.118834081,4
10989,QUICKEN LOANS INC.,0,5.75,75000,2/1/2019,4/1/2019,56,56,2,29,800,801,800,800.5,C,TX,775,0,0,4.46,2.7,1.29,0.289237668,6
10990,QUICKEN LOANS INC.,0,4.99,135000,2/1/2019,4/1/2019,68,68,2,29,760,768,760,764,C,TX,766,0,0,4.46,2.7,0.53,0.118834081,4
10991,QUICKEN LOANS INC.,0,4.99,241000,2/1/2019,4/1/2019,75,75,2,29,681,681,662,671.5,C,TX,786,0,0,4.46,2.7,0.53,0.118834081,4
10992,QUICKEN LOANS INC.,0,4.75,424000,2/1/2019,4/1/2019,80,80,2,29,756,785,756,770.5,C,WA,980,0,0,4.46,2.7,0.29,0.065022422,3
10993,QUICKEN LOANS INC.,0,4.625,484000,2/1/2019,4/1/2019,59,59,2,30,805,805,801,803,C,CA,934,0,0,4.46,2.7,0.165,0.036995516,3
10994,QUICKEN LOANS INC.,0,4.99,186000,2/1/2019,4/1/2019,62,62,2,30,721,747,721,734,C,CA,960,0,0,4.46,2.7,0.53,0.118834081,4
10995,QUICKEN LOANS INC.,0,5.5,78000,2/1/2019,4/1/2019,58,58,2,30,624,631,624,627.5,C,CT,62,0,0,4.46,2.7,1.04,0.233183857,5
10996,QUICKEN LOANS INC.,0,4.875,136000,2/1/2019,4/1/2019,74,74,2,30,679,679,673,676,C,IN,465,0,0,4.46,2.7,0.415,0.093049327,3
10997,QUICKEN LOANS INC.,0,4.5,471000,2/1/2019,4/1/2019,68,68,2,30,783,783,782,782.5,C,MA,19,0,0,4.46,2.7,0.04,0.00896861,2
10998,QUICKEN LOANS INC.,0,4.99,175000,2/1/2019,4/1/2019,50,50,2,30,804,804,786,795,C,MI,484,0,0,4.46,2.7,0.53,0.118834081,4
10999,QUICKEN LOANS INC.,0,4.99,80000,2/1/2019,4/1/2019,49,49,2,30,797,797,708,752.5,C,NC,285,0,0,4.46,2.7,0.53,0.118834081,4
11000,QUICKEN LOANS INC.,0,4.75,124000,2/1/2019,4/1/2019,50,50,2,30,802,822,802,812,C,NC,280,0,0,4.46,2.7,0.29,0.065022422,3
11001,QUICKEN LOANS INC.,0,5.625,150000,2/1/2019,4/1/2019,75,75,2,30,673,725,673,699,C,TN,371,0,0,4.46,2.7,1.165,0.261210762,5
11002,QUICKEN LOANS INC.,0,4.625,250000,2/1/2019,4/1/2019,80,80,2,30,792,792,787,789.5,C,TX,775,0,0,4.46,2.7,0.165,0.036995516,3
11003,QUICKEN LOANS INC.,0,4.75,283000,2/1/2019,4/1/2019,65,65,2,31,687,697,687,692,C,AL,355,0,0,4.46,2.7,0.29,0.065022422,3
11004,QUICKEN LOANS INC.,0,4.99,244000,2/1/2019,4/1/2019,80,80,2,31,640,674,640,657,C,CO,811,0,0,4.46,2.7,0.53,0.118834081,4
11005,QUICKEN LOANS INC.,0,4.625,208000,2/1/2019,4/1/2019,52,52,2,31,778,778,766,772,C,FL,331,0,0,4.46,2.7,0.165,0.036995516,3
11006,QUICKEN LOANS INC.,0,4.75,162000,2/1/2019,4/1/2019,64,64,2,31,666,666,664,665,C,FL,337,0,0,4.46,2.7,0.29,0.065022422,3
11007,QUICKEN LOANS INC.,0,4.875,248000,2/1/2019,4/1/2019,77,77,2,31,706,721,706,713.5,C,IL,601,0,0,4.46,2.7,0.415,0.093049327,3
11008,QUICKEN LOANS INC.,0,4.25,420000,2/1/2019,4/1/2019,70,70,2,31,708,722,708,715,C,MA,26,0,0,4.46,2.7,-0.21,-0.047085202,2
11009,QUICKEN LOANS INC.,0,4.18,154000,2/1/2019,4/1/2019,30,30,2,31,800,800,797,798.5,C,MI,497,0,0,4.46,2.7,-0.28,-0.062780269,1
11010,QUICKEN LOANS INC.,0,4.99,165000,2/1/2019,4/1/2019,47,47,2,31,789,789,631,710,C,NJ,70,0,0,4.46,2.7,0.53,0.118834081,4
11011,QUICKEN LOANS INC.,0,4.75,200000,2/1/2019,4/1/2019,55,55,2,31,726,726,722,724,C,SC,296,0,0,4.46,2.7,0.29,0.065022422,3
11012,QUICKEN LOANS INC.,0,4.56,348000,2/1/2019,4/1/2019,80,80,2,31,747,747,717,732,C,VA,201,0,0,4.46,2.7,0.1,0.022421525,2
11013,QUICKEN LOANS INC.,0,4.75,538000,2/1/2019,4/1/2019,60,60,2,31,746,750,746,748,C,WA,981,0,0,4.46,2.7,0.29,0.065022422,3
11014,QUICKEN LOANS INC.,0,4.25,387000,2/1/2019,4/1/2019,75,75,2,32,752,752,703,727.5,C,AZ,853,0,0,4.46,2.7,-0.21,-0.047085202,2
11015,QUICKEN LOANS INC.,0,4.375,440000,2/1/2019,4/1/2019,26,26,2,32,788,800,788,794,C,CA,940,0,0,4.46,2.7,-0.085,-0.019058296,2
11016,QUICKEN LOANS INC.,0,4.75,417000,2/1/2019,4/1/2019,72,72,2,32,749,749,741,745,C,CA,906,0,0,4.46,2.7,0.29,0.065022422,3
11017,QUICKEN LOANS INC.,0,4.875,247000,2/1/2019,4/1/2019,46,46,2,32,783,790,783,786.5,C,GA,319,0,0,4.46,2.7,0.415,0.093049327,3
11018,QUICKEN LOANS INC.,0,5.125,105000,2/1/2019,4/1/2019,48,48,2,32,765,788,765,776.5,C,MI,481,0,0,4.46,2.7,0.665,0.149103139,4
11019,QUICKEN LOANS INC.,0,4.99,183000,2/1/2019,4/1/2019,80,80,2,32,684,759,684,721.5,C,MN,563,0,0,4.46,2.7,0.53,0.118834081,4
11020,QUICKEN LOANS INC.,0,4.75,280000,2/1/2019,4/1/2019,75,75,2,32,747,782,747,764.5,C,NE,680,0,0,4.46,2.7,0.29,0.065022422,3
11021,QUICKEN LOANS INC.,0,4.75,133000,2/1/2019,4/1/2019,70,70,2,32,813,813,806,809.5,C,PA,177,0,0,4.46,2.7,0.29,0.065022422,3
11022,QUICKEN LOANS INC.,0,4.75,323000,2/1/2019,4/1/2019,73,73,2,32,777,799,777,788,C,PA,191,0,0,4.46,2.7,0.29,0.065022422,3
11023,QUICKEN LOANS INC.,0,5.5,94000,2/1/2019,4/1/2019,80,80,2,32,768,775,768,771.5,C,PA,172,0,0,4.46,2.7,1.04,0.233183857,5
11024,QUICKEN LOANS INC.,0,4.99,186000,2/1/2019,4/1/2019,60,60,2,32,735,741,735,738,C,VA,228,0,0,4.46,2.7,0.53,0.118834081,4
11025,QUICKEN LOANS INC.,0,4.99,245000,2/1/2019,4/1/2019,69,69,2,32,795,801,795,798,C,VA,236,0,0,4.46,2.7,0.53,0.118834081,4
11026,QUICKEN LOANS INC.,0,4.75,237000,2/1/2019,4/1/2019,80,80,2,32,692,704,692,698,C,WA,985,0,0,4.46,2.7,0.29,0.065022422,3
11027,QUICKEN LOANS INC.,0,4.99,128000,2/1/2019,4/1/2019,80,80,2,32,774,803,774,788.5,C,WI,540,0,0,4.46,2.7,0.53,0.118834081,4
11028,QUICKEN LOANS INC.,0,5.5,111000,2/1/2019,4/1/2019,60,60,2,33,642,782,642,712,C,AZ,864,0,0,4.46,2.7,1.04,0.233183857,5
11029,QUICKEN LOANS INC.,0,4.56,131000,2/1/2019,4/1/2019,46,46,2,33,662,760,662,711,C,CA,923,0,0,4.46,2.7,0.1,0.022421525,2
11030,QUICKEN LOANS INC.,0,4.75,334000,2/1/2019,4/1/2019,78,78,2,33,741,798,741,769.5,C,CO,802,0,0,4.46,2.7,0.29,0.065022422,3
11031,QUICKEN LOANS INC.,0,4.99,186000,2/1/2019,4/1/2019,80,80,2,33,689,709,689,699,C,CO,809,0,0,4.46,2.7,0.53,0.118834081,4
11032,QUICKEN LOANS INC.,0,5.125,60000,2/1/2019,4/1/2019,38,38,2,33,743,796,743,769.5,C,KS,660,0,0,4.46,2.7,0.665,0.149103139,4
11033,QUICKEN LOANS INC.,0,4.5,386000,2/1/2019,4/1/2019,60,60,2,33,684,696,684,690,C,MA,23,0,0,4.46,2.7,0.04,0.00896861,2
11034,QUICKEN LOANS INC.,0,4.625,250000,2/1/2019,4/1/2019,74,74,2,33,744,749,744,746.5,C,MI,481,0,0,4.46,2.7,0.165,0.036995516,3
11035,QUICKEN LOANS INC.,0,4.625,247000,2/1/2019,4/1/2019,70,70,2,33,683,683,646,664.5,C,NC,282,0,0,4.46,2.7,0.165,0.036995516,3
11036,QUICKEN LOANS INC.,0,4.875,180000,2/1/2019,4/1/2019,80,80,2,33,710,720,710,715,C,NJ,80,0,0,4.46,2.7,0.415,0.093049327,3
11037,QUICKEN LOANS INC.,0,5.625,444000,2/1/2019,4/1/2019,56,56,2,33,725,725,717,721,C,NY,119,0,0,4.46,2.7,1.165,0.261210762,5
11038,QUICKEN LOANS INC.,0,5.375,208000,2/1/2019,4/1/2019,80,80,2,33,739,739,685,712,C,OH,440,0,0,4.46,2.7,0.915,0.205156951,5
11039,QUICKEN LOANS INC.,0,5.5,120000,2/1/2019,4/1/2019,75,75,2,33,629,629,623,626,C,SC,296,0,0,4.46,2.7,1.04,0.233183857,5
11040,QUICKEN LOANS INC.,0,4.99,336000,2/1/2019,4/1/2019,80,80,2,33,649,691,649,670,C,WA,993,0,0,4.46,2.7,0.53,0.118834081,4
11041,QUICKEN LOANS INC.,0,4.75,227000,2/1/2019,4/1/2019,55,55,2,34,641,747,641,694,C,CA,902,0,0,4.46,2.7,0.29,0.065022422,3
11042,QUICKEN LOANS INC.,0,4.56,103000,2/1/2019,4/1/2019,26,26,2,34,766,782,766,774,C,CO,802,0,0,4.46,2.7,0.1,0.022421525,2
11043,QUICKEN LOANS INC.,0,4.75,222000,2/1/2019,4/1/2019,69,69,2,34,698,698,672,685,C,CO,800,0,0,4.46,2.7,0.29,0.065022422,3
11044,QUICKEN LOANS INC.,0,4.75,113000,2/1/2019,4/1/2019,60,60,2,34,780,809,780,794.5,C,GA,305,0,0,4.46,2.7,0.29,0.065022422,3
11045,QUICKEN LOANS INC.,0,4.99,150000,2/1/2019,4/1/2019,80,80,2,34,720,726,720,723,C,MN,565,0,0,4.46,2.7,0.53,0.118834081,4
11046,QUICKEN LOANS INC.,0,4.99,139000,2/1/2019,4/1/2019,64,64,2,34,664,669,664,666.5,C,NJ,80,0,0,4.46,2.7,0.53,0.118834081,4
11047,QUICKEN LOANS INC.,0,4.56,207000,2/1/2019,4/1/2019,79,79,2,34,763,787,763,775,C,NV,891,0,0,4.46,2.7,0.1,0.022421525,2
11048,QUICKEN LOANS INC.,0,4.75,375000,2/1/2019,4/1/2019,60,60,2,34,715,715,709,712,C,NY,110,0,0,4.46,2.7,0.29,0.065022422,3
11049,QUICKEN LOANS INC.,0,4.875,174000,2/1/2019,4/1/2019,75,75,2,34,711,729,711,720,C,SC,297,0,0,4.46,2.7,0.415,0.093049327,3
11050,QUICKEN LOANS INC.,0,5.75,110000,2/1/2019,4/1/2019,33,33,2,34,650,714,650,682,C,TX,756,0,0,4.46,2.7,1.29,0.289237668,6
11051,QUICKEN LOANS INC.,0,4.99,127000,2/1/2019,4/1/2019,54,54,2,34,733,737,733,735,C,TX,762,0,0,4.46,2.7,0.53,0.118834081,4
11052,QUICKEN LOANS INC.,0,4.99,150000,2/1/2019,4/1/2019,73,73,2,34,702,702,682,692,C,TX,762,0,0,4.46,2.7,0.53,0.118834081,4
11053,QUICKEN LOANS INC.,0,5.625,157000,2/1/2019,4/1/2019,64,64,2,34,641,646,641,643.5,C,VA,243,0,0,4.46,2.7,1.165,0.261210762,5
