,Unnamed: 0,origIntRate,origUPB,origLTV,origDebtIncRatio,worstCreditScore,zeroBalCode,mSA,Label,Score
13598,106278,3.625,521000,41,26,714,0,41940,0,0.0002
13599,106279,3.5,225000,64,42,730,0,49340,0,0.0133
13600,106280,3.25,353000,68,27,729,0,31080,0,0.0035
13601,106281,3.375,287000,80,32,729,0,41180,0,0.0152
13602,106282,3.625,241000,88,42,802,0,16980,0,0.0594
13603,106283,3.5,80000,57,42,620,1,0,0,0.0232
13604,106284,3.375,307000,62,48,796,0,38900,0,0.0075
13605,106285,3.5,305000,78,30,773,0,38900,0,0.0126
13606,106286,3.875,554000,76,23,784,0,47900,0,0.0015
13607,106287,3.375,172000,79,27,766,0,19100,0,0.0326
13608,106288,3.5,200000,32,39,783,0,42660,0,0.0022
13609,106289,3.5,143000,47,32,727,0,47900,0,0.0067
13610,106290,3.575,238000,72,32,735,0,41740,0,0.0154
13611,106291,3.375,195000,29,24,813,0,41940,0,0.0012
13612,106292,3.49,132000,78,35,783,0,29420,0,0.0569
13613,106293,3.25,338000,70,28,781,0,31080,0,0.0049
13614,106294,3.375,196000,66,34,686,0,33340,0,0.0132
13615,106295,2.875,132000,63,35,725,0,46220,0,0.0154
13616,106296,3.375,185000,80,14,790,0,40900,0,0.0225
13617,106297,3.75,345000,79,36,756,0,47900,0,0.0128
13618,106298,3.375,417000,45,30,774,0,41940,0,0.0006
13619,106299,3.5,180000,70,24,727,0,26900,0,0.0164
13620,106300,3.75,154000,79,16,772,0,36260,0,0.0337
13621,106301,3.5,320000,78,36,780,0,16980,0,0.0134
13622,106302,3.625,136000,80,23,789,0,33340,0,0.0482
13623,106303,3.99,265000,55,43,698,0,14460,0,0.007
13624,106304,3.625,384000,80,38,708,0,41940,0,0.0092
13625,106305,3.625,130000,79,45,682,0,34980,0,0.0741
13626,106306,3.25,407000,70,28,790,0,38060,0,0.0029
13627,106307,3.375,288000,43,27,815,0,41860,0,0.0015
13628,106308,3.75,230000,80,40,772,0,33100,0,0.0388
13629,106309,3.625,355000,80,37,703,0,12700,0,0.0112
13630,106310,3.375,390000,60,47,700,0,40140,0,0.0028
13631,106311,3.28,188000,26,19,702,0,41860,0,0.0007
13632,106312,3.485,505000,77,17,788,0,47900,0,0.0017
13633,106313,3.5,412000,72,29,763,0,37100,0,0.0035
13634,106314,3.625,85000,71,32,746,0,38060,0,0.0504
13635,106315,3.5,105000,72,40,745,0,30780,0,0.0536
13636,106316,3.375,404000,80,43,738,0,33340,0,0.0083
13637,106317,3.625,182000,48,47,694,0,40900,0,0.0082
13638,106318,3.875,100000,69,40,711,0,33340,0,0.0536
13639,106319,3.875,269000,70,42,679,0,41940,0,0.0152
13640,106320,3.625,209000,37,47,770,0,12580,0,0.0038
13641,106321,4.5,133000,78,37,689,0,39300,0,0.0856
13642,106322,3.5,212000,78,6,774,0,49340,0,0.0133
13643,106323,3.465,92000,66,39,816,0,19820,0,0.0441
13644,106324,3.625,360000,73,37,738,0,46520,0,0.0074
13645,106325,4.0,85000,54,44,638,0,11260,0,0.0262
13646,106326,3.875,339000,60,33,721,0,14500,0,0.0039
13647,106327,3.375,175000,57,20,779,0,19740,0,0.0069
13648,106328,3.5,375000,56,44,812,0,41860,0,0.0029
13649,106329,3.5,45000,29,12,726,0,37900,0,0.0027
13650,106330,3.375,204000,80,22,812,0,0,0,0.0251
13651,106331,3.375,356000,80,19,754,0,16860,0,0.0063
13652,106332,3.5,216000,76,39,788,0,19100,0,0.0298
13653,106333,3.5,192000,80,38,789,0,39340,0,0.0445
13654,106334,3.5,288000,73,43,719,0,30300,0,0.0142
13655,106335,3.5,275000,70,21,744,0,40900,0,0.0072
13656,106336,3.5,75000,77,30,787,1,24580,0,0.073
13657,106337,3.75,280000,80,30,708,0,0,0,0.0179
13658,106338,4.125,185000,45,41,793,0,16980,0,0.0085
13659,106339,3.375,391000,79,41,784,0,33340,0,0.0088
13660,106340,3.5,198000,42,44,763,0,12420,0,0.0047
13661,106341,3.5,167000,88,40,691,0,28020,0,0.0785
13662,106342,4.375,120000,80,36,705,0,16860,0,0.0989
13663,106343,3.49,625000,52,42,741,0,41860,0,0.0003
13664,106344,3.625,83000,73,40,725,0,0,0,0.0694
13665,106345,3.375,408000,75,34,743,0,19780,0,0.0046
13666,106346,3.5,265000,39,45,770,0,12580,0,0.0024
13667,106347,3.75,153000,74,27,782,1,0,0,0.0348
13668,106348,3.75,73000,89,28,723,0,29700,0,0.1412
13669,106349,4.125,102000,67,23,654,0,17980,0,0.0304
13670,106350,3.5,197000,78,39,749,0,38860,0,0.0368
13671,106351,3.875,250000,85,37,771,0,40140,0,0.0438
13672,106352,3.5,258000,60,43,640,0,20260,0,0.0071
13673,106353,3.5,300000,80,38,752,0,31080,0,0.018
13674,106354,3.99,168000,87,37,732,1,12020,0,0.0915
13675,106355,3.625,176000,80,42,732,0,0,0,0.055
13676,106356,3.375,127000,77,14,781,0,26620,0,0.0292
13677,106357,3.5,511000,78,29,788,0,47900,0,0.0024
13678,106358,3.625,206000,78,32,790,0,40140,0,0.032
13679,106359,4.0,315000,79,42,688,0,42540,0,0.0198
13680,106360,3.625,131000,80,43,737,0,24540,0,0.08
13681,106361,4.625,285000,78,33,622,0,23420,0,0.0229
13682,106362,3.625,173000,69,45,702,0,14460,0,0.0303
13683,106363,3.625,408000,60,37,779,0,14460,0,0.0024
13684,106364,3.875,121000,93,41,678,0,28140,0,0.172
13685,106365,3.875,361000,73,45,648,0,27980,0,0.0091
13686,106366,4.25,103000,77,38,685,0,43580,0,0.0912
13687,106367,3.75,318000,59,42,776,0,31080,0,0.0057
13688,106368,3.5,415000,56,36,698,0,14460,0,0.0014
13689,106369,3.625,227000,79,39,731,0,17140,0,0.0321
13690,106370,3.625,97000,71,26,755,0,12940,0,0.0394
13691,106371,4.0,333000,78,27,651,0,35380,0,0.0099
13692,106372,3.5,78000,85,23,681,0,41180,0,0.0802
13693,106373,3.75,282000,73,27,767,0,31080,0,0.0115
13694,106374,3.75,296000,80,41,746,0,41740,0,0.0229
13695,106375,4.0,328000,95,26,773,0,35620,0,0.0342
13696,106376,3.25,252000,76,34,746,0,33100,0,0.016
13697,106377,3.375,161000,76,33,816,0,19100,0,0.0379
13698,106378,3.375,269000,77,31,802,0,41740,0,0.0159
13699,106379,3.375,295000,58,29,707,0,31080,0,0.0032
13700,106380,3.625,173000,87,31,748,0,33460,0,0.0643
13701,106381,4.625,400000,77,28,667,0,31080,0,0.008
13702,106382,3.75,416000,85,30,796,0,35620,0,0.0094
13703,106383,4.125,416000,87,41,724,0,31080,0,0.0159
13704,106384,3.5,279000,90,37,739,0,17820,0,0.0371
13705,106385,4.25,280000,66,27,689,0,35300,0,0.0088
13706,106386,3.25,318000,80,27,802,0,19100,0,0.0108
13707,106387,3.75,417000,74,30,719,0,37100,0,0.0042
13708,106388,4.0,237000,80,44,698,0,15540,0,0.0417
13709,106389,3.5,188000,80,45,768,0,29340,0,0.054
13710,106390,3.375,200000,92,42,760,0,32780,0,0.0847
13711,106391,3.5,107000,68,16,807,0,33340,0,0.0233
13712,106392,3.5,51000,58,43,777,1,20260,0,0.0404
13713,106393,4.125,544000,73,38,722,0,41940,0,0.0022
13714,106394,3.375,329000,80,24,781,0,41740,0,0.0094
13715,106395,3.375,154000,60,34,725,0,30860,0,0.0136
13716,106396,3.75,263000,79,37,792,0,19740,0,0.0267
13717,106397,3.625,196000,80,44,810,0,19740,0,0.056
13718,106398,3.5,249000,48,28,756,0,35620,0,0.0028
13719,106399,3.875,392000,80,37,734,0,31080,0,0.0099
13720,106400,3.5,417000,35,44,687,0,34900,0,0.0005
13721,106401,4.25,233000,77,36,692,0,13380,0,0.0324
13722,106402,3.375,254000,78,19,717,0,20020,0,0.0118
13723,106403,3.25,410000,64,24,742,0,14460,0,0.0016
13724,106404,3.5,210000,84,42,779,0,40900,0,0.0541
13725,106405,3.625,146000,78,30,764,0,36540,0,0.0464
13726,106406,4.0,360000,62,42,706,0,33700,0,0.005
13727,106407,4.0,252000,78,27,693,0,48900,0,0.0202
13728,106408,3.125,216000,80,33,805,0,33460,0,0.0271
13729,106409,3.875,151000,85,25,722,0,49660,0,0.0625
13730,106410,3.625,317000,79,39,687,0,0,0,0.0147
13731,106411,3.5,315000,72,32,713,0,22220,0,0.0077
13732,106412,3.375,287000,66,21,788,0,14460,0,0.0051
13733,106413,3.375,186000,79,42,793,0,41420,0,0.0464
13734,106414,3.3560000000000003,398000,57,41,742,0,41860,0,0.002
13735,106415,3.25,200000,88,36,706,0,11260,0,0.0495
13736,106416,3.2,105000,70,16,816,0,44100,0,0.0232
13737,106417,3.375,136000,80,33,680,0,0,0,0.0476
13738,106418,3.375,221000,64,19,751,0,0,0,0.0069
13739,106419,3.625,132000,80,45,722,0,26980,0,0.0819
13740,106420,3.625,416000,75,41,721,0,31080,0,0.0058
13741,106421,3.625,166000,63,33,713,0,40060,0,0.0161
13742,106422,3.75,107000,95,38,735,0,47380,0,0.1982
13743,106423,3.5,259000,29,39,700,0,19740,0,0.001
13744,106424,3.25,288000,53,45,736,0,12700,0,0.0039
13745,106425,3.5,390000,54,49,771,0,31080,0,0.0025
13746,106426,4.375,227000,79,30,719,0,19740,0,0.0359
13747,106427,3.5,87000,16,22,797,0,31080,0,0.0013
13748,106428,3.625,350000,80,31,748,0,33460,0,0.0105
13749,106429,3.5,154000,79,30,736,0,0,0,0.0416
13750,106430,4.25,220000,74,37,645,0,43340,0,0.0286
13751,106431,3.375,308000,63,35,716,0,35380,0,0.0048
13752,106432,3.99,326000,61,38,663,0,35620,0,0.0051
13753,106433,3.625,188000,80,33,774,1,12220,0,0.0416
13754,106434,3.75,160000,75,36,709,0,24300,0,0.0403
13755,106435,4.0,93000,80,39,692,1,0,0,0.1068
13756,106436,3.625,140000,52,22,784,0,10580,0,0.0082
13757,106437,3.375,338000,56,32,757,0,31080,0,0.0024
13758,106438,3.625,124000,39,37,644,0,36420,0,0.0052
13759,106439,3.625,363000,87,43,756,0,41740,0,0.0207
13760,106440,4.25,194000,71,33,682,0,38900,0,0.0277
13761,106441,4.0,60000,69,14,706,0,46140,0,0.0375
13762,106442,3.99,101000,80,30,744,0,0,0,0.0852
13763,106443,3.99,262000,80,27,684,0,0,0,0.0207
13764,106444,3.375,319000,78,26,741,0,39300,0,0.0089
13765,106445,3.625,235000,44,20,789,0,31080,0,0.0022
13766,106446,3.466,216000,80,34,742,0,40140,0,0.0302
13767,106447,3.4610000000000003,618000,43,41,736,0,41860,0,0.0001
13768,106448,3.5,274000,80,31,770,0,19740,0,0.0187
13769,106449,3.875,226000,80,36,766,0,0,0,0.0378
13770,106450,3.75,185000,76,43,718,0,39380,0,0.0434
13771,106451,3.375,202000,94,32,711,0,29180,0,0.0666
13772,106452,3.875,102000,66,21,688,0,16580,0,0.025
13773,106453,3.625,145000,56,27,709,0,40140,0,0.0104
13774,106454,3.5,106000,73,37,786,1,41180,0,0.0552
13775,106455,4.625,109000,80,30,684,0,17900,0,0.1002
13776,106456,3.5,346000,80,28,790,0,38060,0,0.0099
13777,106457,3.99,219000,78,32,722,0,19820,0,0.0314
13778,106458,3.125,333000,76,45,732,0,34980,0,0.0105
13779,106459,3.625,234000,16,43,807,0,41940,0,0.0008
13780,106460,3.875,272000,80,32,701,0,21340,0,0.0213
13781,106461,3.75,89000,80,34,677,0,23460,0,0.0837
13782,106462,4.75,97000,75,31,646,0,27340,0,0.0852
13783,106463,3.648,368000,80,42,737,0,31080,0,0.0124
13784,106464,3.75,337000,80,24,683,0,13820,0,0.0092
13785,106465,3.625,579000,60,23,754,0,31100,0,0.0004
13786,106466,3.875,626000,50,37,713,0,31080,0,0.0002
13787,106467,3.75,461000,75,23,769,0,41860,0,0.0028
13788,106468,3.25,196000,69,44,754,0,13740,0,0.022
13789,106469,3.625,200000,80,45,759,1,0,0,0.0517
13790,106470,3.625,460000,79,25,789,0,41860,0,0.0037
13791,106471,3.5,378000,80,24,772,0,19740,0,0.0067
13792,106472,4.125,128000,76,33,769,0,37100,0,0.0665
13793,106473,3.25,413000,44,30,764,0,41940,0,0.0006
13794,106474,3.25,79000,61,39,735,0,0,0,0.0287
13795,106475,3.49,400000,67,41,747,0,31080,0,0.0039
13796,106476,3.5,328000,80,30,787,0,0,0,0.0121
13797,106477,3.49,495000,67,27,790,0,41860,0,0.0013
13798,106478,3.625,218000,42,10,710,0,41740,0,0.0015
13799,106479,3.49,131000,68,14,807,0,0,0,0.0181
13800,106480,3.75,247000,48,15,688,0,28020,0,0.002
13801,106481,3.5,227000,85,37,713,0,35620,0,0.0397
13802,106482,3.375,134000,61,31,726,0,24660,0,0.0155
13803,106483,4.0,180000,75,42,661,0,26900,0,0.0431
13804,106484,3.625,229000,27,43,771,0,41860,0,0.0015
13805,106485,3.875,194000,59,39,768,0,29460,0,0.0149
13806,106486,3.375,277000,77,12,767,0,12580,0,0.0082
13807,106487,3.625,408000,80,26,670,0,47900,0,0.005
13808,106488,3.25,70000,78,30,790,1,0,0,0.0713
13809,106489,3.625,318000,70,44,753,0,31080,0,0.0107
13810,106490,3.5,223000,38,42,775,0,31080,0,0.0029
13811,106491,3.625,171000,90,12,740,0,28140,0,0.0456
13812,106492,3.5,109000,71,30,727,0,15940,0,0.0361
13813,106493,3.75,384000,71,39,720,0,49340,0,0.0059
13814,106494,3.625,115000,49,29,650,0,25860,0,0.0083
13815,106495,3.625,417000,78,44,785,0,41940,0,0.0084
13816,106496,3.375,374000,70,22,724,0,41860,0,0.003
13817,106497,3.5,264000,91,38,685,0,0,0,0.042
13818,106498,3.75,417000,46,34,643,0,14460,0,0.0007
13819,106499,3.5,105000,78,40,741,0,33140,0,0.0756
13820,106500,3.625,248000,90,21,736,0,19820,0,0.032
13821,106501,4.625,150000,94,44,678,0,40140,0,0.2213
13822,106502,3.375,341000,66,41,779,0,31080,0,0.0058
13823,106503,3.5,365000,77,44,793,0,31080,0,0.0113
13824,106504,3.875,252000,72,38,713,0,0,0,0.0185
13825,106505,3.375,145000,80,42,788,0,0,0,0.0668
13826,106506,3.5,405000,66,41,727,0,41860,0,0.0034
13827,106507,3.75,144000,80,44,690,0,0,0,0.074
13828,106508,3.625,358000,79,31,718,0,37100,0,0.0088
13829,106509,3.375,375000,67,24,749,0,31080,0,0.0028
13830,106510,3.375,179000,80,28,681,0,25060,0,0.0296
13831,106511,3.375,199000,75,28,788,0,31540,0,0.022
13832,106512,3.875,104000,80,39,731,0,15980,0,0.0982
13833,106513,3.625,347000,70,33,718,0,14020,0,0.0059
13834,106515,3.0,148000,68,14,693,0,0,0,0.0102
13835,106516,3.625,124000,75,44,677,0,0,0,0.0594
13836,106517,3.625,128000,42,22,649,0,35300,0,0.0039
13837,106518,3.875,100000,38,49,699,0,40140,0,0.0104
13838,106519,4.25,220000,60,44,685,0,41060,0,0.0158
13839,106520,3.5,216000,70,43,642,0,14860,0,0.0185
13840,106521,3.234,170000,33,36,767,0,41740,0,0.0024
13841,106522,3.0,267000,75,17,684,0,44180,0,0.0065
13842,106523,3.625,346000,65,13,743,0,38900,0,0.0025
13843,106524,3.625,280000,80,21,767,0,12060,0,0.0142
13844,106525,3.5,417000,79,32,677,1,44100,0,0.005
13845,106526,3.375,208000,93,37,735,0,17460,0,0.0713
13846,106527,3.375,180000,53,43,722,0,44140,0,0.0092
13847,106528,3.75,196000,83,37,769,0,38900,0,0.0552
13848,106529,3.5,455000,76,25,795,0,31080,0,0.003
13849,106530,3.125,70000,80,28,759,1,0,0,0.0681
13850,106531,3.625,323000,84,18,734,0,12060,0,0.0112
13851,106532,3.947,265000,44,41,647,0,14460,0,0.003
13852,106533,3.99,70000,18,11,642,0,41940,0,0.0012
13853,106534,4.5,275000,79,44,667,0,16980,0,0.036
13854,106535,3.625,165000,75,18,798,0,41740,0,0.0251
13855,106536,4.375,308000,80,43,683,0,20940,0,0.0276
13856,106537,3.125,150000,74,33,744,0,44140,0,0.0289
13857,106538,3.45,385000,77,18,803,0,31080,0,0.0045
13858,106540,3.75,314000,87,39,714,0,16980,0,0.0273
13859,106541,3.25,137000,60,29,793,0,48300,0,0.014
13860,106542,4.25,112000,80,26,735,0,40380,0,0.0791
13861,106543,3.75,63000,49,40,697,0,0,0,0.0197
13862,106544,3.625,100000,33,28,809,0,14860,0,0.0043
13863,106545,3.625,182000,68,43,758,0,41860,0,0.0274
13864,106546,3.375,238000,53,16,813,0,39300,0,0.0031
13865,106547,3.625,56000,36,36,644,0,27500,0,0.0072
13866,106548,3.5,175000,78,31,763,0,40900,0,0.0357
13867,106549,3.75,348000,80,23,699,0,19100,0,0.0084
13868,106550,3.75,594000,54,37,751,0,31080,0,0.0004
13869,106551,3.375,147000,70,32,713,1,0,0,0.0245
13870,106552,4.375,44000,70,34,627,1,40420,0,0.0833
13871,106553,3.375,148000,95,41,767,0,36540,0,0.143
13872,106554,3.5,608000,72,32,760,0,31080,0,0.0008
13873,106555,3.5,102000,79,16,748,0,14540,0,0.0429
13874,106556,3.875,199000,80,39,661,0,31180,0,0.0433
13875,106557,3.25,348000,80,42,729,0,35620,0,0.0117
13876,106558,3.5,297000,69,37,680,0,41860,0,0.0082
13877,106559,3.75,157000,80,38,768,0,24540,0,0.064
13878,106560,3.125,200000,80,38,643,0,0,0,0.0276
13879,106561,3.5,152000,75,34,801,0,26900,0,0.0411
13880,106562,3.5,379000,91,25,748,0,21780,0,0.0129
13881,106563,3.5,310000,57,43,668,0,14460,0,0.0041
13882,106564,3.875,302000,86,45,713,0,14500,0,0.0356
13883,106565,3.5,231000,77,45,733,0,16980,0,0.0307
13884,106566,3.625,227000,45,35,700,0,10900,0,0.0034
13885,106567,3.625,170000,70,44,707,0,0,0,0.0323
13886,106568,3.75,72000,72,41,802,1,0,0,0.0869
13887,106569,3.375,289000,71,45,749,0,35620,0,0.0129
13888,106570,3.5,404000,29,21,726,0,31080,0,0.0002
13889,106571,3.375,144000,67,23,790,0,25540,0,0.0182
13890,106572,3.25,72000,80,30,748,0,22540,0,0.0741
13891,106573,3.5,251000,73,35,683,0,10740,0,0.0143
13892,106574,3.875,207000,77,28,700,0,34980,0,0.0264
13893,106575,3.375,234000,60,22,787,0,16980,0,0.0056
13894,106576,3.75,208000,80,43,776,0,40900,0,0.0503
13895,106577,3.5,115000,28,18,771,0,42660,0,0.0019
13896,106578,3.875,105000,80,27,682,0,44060,0,0.0659
13897,106579,3.625,408000,80,39,801,0,35620,0,0.009
13898,106580,3.75,144000,25,45,690,0,14460,0,0.0027
13899,106581,3.5,237000,56,37,689,0,41860,0,0.006
13900,106582,3.625,169000,61,41,771,0,41500,0,0.0191
13901,106583,3.5,280000,54,2,767,0,41620,0,0.0015
13902,106584,4.0,400000,80,22,652,0,41740,0,0.0057
13903,106585,3.5,263000,66,37,804,0,17460,0,0.0108
13904,106586,3.75,152000,73,32,727,0,0,0,0.035
13905,106588,3.375,233000,79,35,763,0,31340,0,0.0252
13906,106589,3.75,204000,66,41,716,0,30460,0,0.0193
13907,106590,3.5,157000,77,40,787,0,39380,0,0.0514
13908,106591,3.5,101000,58,29,733,0,16980,0,0.0171
13909,106592,4.18,160000,80,36,696,0,16980,0,0.0659
13910,106593,3.375,417000,46,48,749,0,41860,0,0.0011
13911,106594,3.375,322000,87,42,790,1,41980,0,0.0258
13912,106595,3.375,128000,25,33,818,0,47900,0,0.0022
13913,106596,3.375,113000,36,22,814,0,33740,0,0.0035
13914,106597,3.5,158000,79,23,727,0,18140,0,0.0327
13915,106598,3.75,228000,80,35,703,0,41620,0,0.0308
13916,106599,3.75,342000,73,36,693,0,14740,0,0.0082
13917,106600,3.5,286000,53,43,719,0,41860,0,0.0042
13918,106601,3.5,395000,77,38,797,0,31080,0,0.0075
13919,106602,3.375,160000,31,25,728,0,37980,0,0.0017
13920,106603,3.5,238000,80,34,731,0,27180,0,0.0254
13921,106604,3.25,181000,95,20,776,0,36420,0,0.0618
13922,106605,4.25,77000,73,22,664,0,0,0,0.0554
13923,106606,3.125,180000,80,22,792,0,0,0,0.0259
13924,106607,4.125,247000,74,20,666,0,47900,0,0.0138
13925,106608,3.375,147000,32,34,747,0,16980,0,0.0026
13926,106609,3.75,417000,75,39,703,0,38060,0,0.0056
13927,106610,3.625,131000,66,35,796,0,19820,0,0.0307
13928,106611,3.375,256000,80,28,730,0,15540,0,0.0174
13929,106612,4.375,583000,75,31,696,0,41860,0,0.0016
13930,106613,3.625,106000,80,17,683,0,16740,0,0.0439
13931,106614,3.875,340000,61,44,670,0,25620,0,0.0052
13932,106615,3.625,284000,90,42,704,0,37980,0,0.0415
13933,106616,3.625,384000,80,41,769,0,33460,0,0.011
13934,106617,3.625,304000,77,32,788,0,42340,0,0.0138
13935,106618,3.25,403000,54,20,791,0,33100,0,0.0009
13936,106619,3.625,236000,73,21,743,0,17140,0,0.0126
13937,106620,3.5,304000,65,45,793,0,14460,0,0.0091
13938,106621,3.375,304000,75,25,808,0,40140,0,0.009
13939,106622,3.5,356000,50,39,804,0,47900,0,0.002
13940,106623,3.375,377000,78,45,742,0,45300,0,0.0097
13941,106624,3.45,259000,79,26,742,0,40140,0,0.016
13942,106626,4.125,430000,72,35,684,0,31100,0,0.0044
13943,106627,3.75,175000,70,44,687,0,18700,0,0.0322
13944,106628,3.99,390000,95,36,741,0,16980,0,0.0264
13945,106629,3.5,452000,81,35,794,0,47900,0,0.0056
13946,106630,3.875,237000,70,45,638,0,37980,0,0.0201
13947,106631,3.625,129000,70,27,727,0,0,0,0.0285
13948,106632,3.75,82000,85,24,660,0,21420,0,0.0877
13949,106633,3.5,200000,77,25,784,0,39300,0,0.024
13950,106634,4.25,128000,71,44,673,0,31140,0,0.0619
13951,106635,4.125,152000,80,28,697,0,0,0,0.0549
13952,106636,3.375,125000,50,34,726,0,12220,0,0.0093
13953,106637,3.5,408000,59,26,776,0,24580,0,0.0015
13954,106638,3.25,258000,70,22,727,0,19100,0,0.0073
13955,106640,3.25,248000,80,31,793,0,41860,0,0.0209
13956,106641,3.625,155000,73,19,788,0,33460,0,0.0244
13957,106642,3.75,186000,42,47,675,0,31080,0,0.0057
13958,106643,3.49,415000,50,37,745,0,31080,0,0.0011
13959,106644,3.875,136000,76,44,637,0,16300,0,0.0613
13960,106645,3.5,217000,80,21,768,0,33700,0,0.022
13961,106646,3.625,156000,56,15,757,0,19060,0,0.0072
13962,106647,4.125,90000,75,21,657,0,38900,0,0.0511
13963,106648,3.5,281000,64,44,801,0,41740,0,0.0101
13964,106649,3.625,245000,83,33,733,0,30460,0,0.03
13965,106650,3.99,131000,60,18,640,0,24540,0,0.0125
13966,106651,3.25,95000,95,21,702,0,0,0,0.1079
13967,106652,4.125,440000,79,32,702,0,14460,0,0.006
13968,106653,3.25,400000,53,13,749,0,14460,0,0.0006
13969,106654,3.625,336000,80,40,708,0,46520,0,0.0143
13970,106655,3.625,105000,62,44,760,1,38300,0,0.036
13971,106656,4.125,50000,72,40,773,1,0,0,0.114
13972,106657,3.625,236000,77,44,761,0,31080,0,0.0319
13973,106658,3.75,227000,77,27,792,0,42020,0,0.0237
13974,106659,3.5,210000,67,48,768,0,36260,0,0.0227
13975,106660,3.875,179000,90,40,716,0,38860,0,0.1001
13976,106661,3.5,417000,65,43,686,0,19820,0,0.0029
13977,106662,4.375,335000,72,45,665,0,19100,0,0.0141
13978,106663,3.75,284000,88,44,759,0,41860,0,0.0451
13979,106664,3.25,133000,61,25,741,0,33540,0,0.0126
13980,106665,3.375,218000,68,34,782,0,34980,0,0.0145
13981,106666,3.5,72000,86,26,765,0,19340,0,0.1083
13982,106667,3.75,626000,49,43,780,0,31080,0,0.0003
13983,106668,3.375,155000,64,49,738,0,38060,0,0.0269
13984,106669,3.5,91000,66,31,766,0,34980,0,0.0336
13985,106670,3.625,75000,32,20,761,0,38060,0,0.0037
13986,106671,3.25,120000,60,23,722,1,0,0,0.0121
13987,106672,3.875,94000,54,13,807,0,19740,0,0.0122
13988,106673,3.75,253000,74,45,693,0,31080,0,0.023
13989,106674,3.75,202000,48,41,742,0,12420,0,0.0067
13990,106675,3.5,279000,63,26,718,0,40140,0,0.005
13991,106676,3.625,140000,58,27,759,0,33700,0,0.0132
13992,106677,3.875,210000,80,38,758,0,49340,0,0.0447
13993,106679,3.625,186000,61,34,699,0,45820,0,0.0122
13994,106680,3.625,314000,79,42,713,0,47900,0,0.0171
13995,106681,3.5,160000,59,33,782,0,42660,0,0.0138
13996,106682,3.25,93000,80,33,711,0,0,0,0.065
13997,106683,3.5,410000,72,39,795,0,42660,0,0.005
13998,106684,3.5,165000,70,40,747,0,31700,0,0.0299
13999,106685,4.0,132000,80,24,742,1,17140,0,0.0575
14000,106686,3.5,254000,76,35,706,0,20500,0,0.0174
14001,106687,3.5,417000,48,44,770,0,31080,0,0.0012
14002,106688,3.99,119000,59,20,635,0,47260,0,0.0135
14003,106689,3.625,241000,74,23,737,0,19740,0,0.0136
14004,106690,4.0,297000,90,36,732,0,31080,0,0.0401
14005,106691,3.75,326000,80,42,701,0,12940,0,0.0173
14006,106692,3.5,120000,31,34,752,0,41860,0,0.0033
14007,106693,4.125,105000,80,43,712,0,29540,0,0.1185
14008,106694,3.625,143000,74,30,660,0,19740,0,0.0319
14009,106695,3.875,87000,18,43,760,0,37980,0,0.0031
14010,106696,3.5,336000,80,16,770,0,14460,0,0.0074
14011,106697,3.25,140000,29,49,729,0,41860,0,0.0032
14012,106698,3.49,105000,31,42,693,0,37980,0,0.0043
14013,106699,3.375,252000,89,25,785,0,39340,0,0.031
14014,106700,3.875,96000,70,26,682,0,17980,0,0.038
14015,106701,3.375,247000,70,43,631,0,44180,0,0.0133
14016,106702,3.375,417000,58,18,778,0,31080,0,0.001
14017,106703,3.25,327000,85,28,792,0,39300,0,0.0138
14018,106704,3.49,413000,73,32,732,0,41860,0,0.0038
14019,106705,3.5,375000,75,42,771,0,41860,0,0.0084
14020,106706,4.25,273000,80,24,629,0,31700,0,0.0183
14021,106707,3.625,225000,43,17,764,0,49420,0,0.002
14022,106708,3.0,158000,70,25,734,0,0,0,0.0156
14023,106709,3.375,327000,64,25,688,0,42660,0,0.0031
14024,106710,3.875,322000,80,38,717,0,49420,0,0.0174
14025,106711,3.75,414000,48,31,734,0,41860,0,0.0009
14026,106712,3.25,252000,80,21,780,0,37980,0,0.0149
14027,106713,3.75,287000,74,35,672,0,26300,0,0.0128
14028,106714,4.25,264000,64,28,629,0,0,0,0.0083
14029,106715,3.75,64000,75,29,793,1,30620,0,0.0784
14030,106716,3.625,200000,80,40,767,0,16580,0,0.0456
14031,106717,3.75,144000,78,40,702,0,0,0,0.0602
14032,106718,3.375,45000,80,21,724,0,16300,0,0.0731
14033,106719,3.5,108000,80,40,734,0,0,0,0.082
14034,106720,3.5,388000,26,16,709,0,31100,0,0.0002
14035,106721,3.5,280000,80,37,730,0,14460,0,0.0198
14036,106722,3.625,168000,34,34,636,0,37980,0,0.0024
14037,106723,3.375,392000,74,22,801,0,31080,0,0.0038
14038,106724,3.625,191000,85,42,776,0,25540,0,0.0701
14039,106725,3.375,330000,80,33,762,0,0,0,0.0117
14040,106726,3.875,270000,90,44,721,0,16980,0,0.0569
14041,106727,3.5,220000,63,38,768,0,19100,0,0.0123
14042,106728,3.5,400000,75,34,793,0,14460,0,0.0057
14043,106729,3.625,92000,85,33,784,1,0,0,0.1158
14044,106730,3.625,333000,90,41,778,0,40900,0,0.0308
14045,106731,3.625,276000,71,45,713,0,42220,0,0.0154
14046,106732,3.25,138000,72,36,816,0,0,0,0.0364
14047,106733,3.472,417000,77,20,789,0,31080,0,0.0036
14048,106734,3.375,311000,54,32,709,0,12580,0,0.0024
14049,106735,3.75,178000,78,30,641,0,40060,0,0.032
